streak_id,member_id,streak_type,streak_start_date,streak_end_date,streak_length_days,break_reason,longest_streak_flag,is_streak_ongoing,is_length_outlier_iqr,is_length_outlier_zscore
STR-010408,MBR-006199,App-Log Streak,2025-01-31,2025-02-22,23,Work Pressure,False,False,False,False
STR-013489,MBR-006919,Gym-Attendance Streak,2025-04-02,2025-04-22,21,Unknown,False,False,False,False
STR-014625,MBR-017252,App-Log Streak,2024-09-03,2024-09-25,23,Work Pressure,False,False,False,False
STR-019453,MBR-015447,Gym-Attendance Streak,2022-03-13,2022-03-20,8,Festival/Holiday,False,False,False,False
STR-021236,MBR-008798,App-Log Streak,2025-05-04,2025-05-11,8,Work Pressure,False,False,False,False
STR-009474,MBR-010753,Gym-Attendance Streak,2023-02-23,2023-04-26,63,Motivation Loss,True,False,True,False
STR-029329,MBR-015468,Gym-Attendance Streak,2022-05-15,2022-06-21,38,Unknown,True,False,False,False
STR-003712,MBR-003902,Gym-Attendance Streak,2024-08-04,2024-10-30,88,Motivation Loss,True,False,True,False
STR-020563,MBR-011833,Gym-Attendance Streak,2022-03-20,2022-03-26,7,Unknown,False,False,False,False
STR-032871,MBR-010920,App-Log Streak,2023-03-31,2023-05-19,50,Unknown,True,False,False,False
STR-025826,MBR-013290,App-Log Streak,2025-05-20,2025-06-07,19,Motivation Loss,True,False,False,False
STR-006103,MBR-016301,Gym-Attendance Streak,2023-04-19,2023-04-21,3,Motivation Loss,False,False,False,False
STR-000950,MBR-013279,Gym-Attendance Streak,2022-05-10,2022-07-12,64,Unknown,True,False,True,False
STR-000271,MBR-003763,App-Log Streak,2024-05-16,2024-05-21,6,Unknown,True,False,False,False
STR-008174,MBR-006490,Gym-Attendance Streak,2025-01-08,2025-03-20,72,Festival/Holiday,True,False,True,False
STR-033015,MBR-017043,Gym-Attendance Streak,2024-11-02,2024-11-20,19,Festival/Holiday,False,False,False,False
STR-013164,MBR-014721,App-Log Streak,2022-05-26,2022-05-28,3,Work Pressure,False,False,False,False
STR-037662,MBR-000479,Gym-Attendance Streak,2024-03-23,2024-03-29,7,Work Pressure,False,False,False,False
STR-020448,MBR-012831,App-Log Streak,2023-03-24,2023-05-14,52,Work Pressure,False,False,False,False
STR-000478,MBR-014099,App-Log Streak,2021-10-13,2021-10-30,18,Festival/Holiday,True,False,False,False
STR-034217,MBR-000368,App-Log Streak,2023-02-01,2023-02-11,11,Monsoon Disruption,False,False,False,False
STR-038118,MBR-007391,Gym-Attendance Streak,2022-03-21,2022-03-30,10,Injury,True,False,False,False
STR-027833,MBR-006181,App-Log Streak,2025-09-07,2025-09-28,22,Travel,False,False,False,False
STR-016928,MBR-009338,Gym-Attendance Streak,2021-07-24,2021-08-13,21,Unknown,False,False,False,False
STR-032501,MBR-007117,App-Log Streak,2024-04-28,2024-05-21,24,Injury,False,False,False,False
STR-039167,MBR-011624,Gym-Attendance Streak,2025-06-12,2025-06-19,8,Festival/Holiday,True,False,False,False
STR-004476,MBR-009299,App-Log Streak,2024-05-10,2024-07-28,80,Monsoon Disruption,True,False,True,False
STR-028394,MBR-009004,App-Log Streak,2025-02-08,2025-02-21,14,Injury,False,False,False,False
STR-004241,MBR-017200,App-Log Streak,2023-02-04,2023-02-06,3,Injury,False,False,False,False
STR-034577,MBR-017208,App-Log Streak,2025-05-02,2025-05-15,14,Unknown,True,False,False,False
STR-010460,MBR-009916,App-Log Streak,2025-01-08,2025-01-10,3,Travel,False,False,False,False
STR-022168,MBR-014484,Gym-Attendance Streak,2022-05-24,2022-06-13,21,Unknown,True,False,False,False
STR-026138,MBR-007849,Gym-Attendance Streak,2025-04-07,2025-04-14,8,Unknown,False,False,False,False
STR-005783,MBR-013142,Gym-Attendance Streak,2022-03-02,2022-03-05,4,Unknown,False,False,False,False
STR-039905,MBR-016922,Gym-Attendance Streak,2024-03-23,2024-04-10,19,Illness,False,False,False,False
STR-007494,MBR-002450,Gym-Attendance Streak,2023-01-25,2023-05-08,104,Unknown,True,False,True,False
STR-011032,MBR-014306,Gym-Attendance Streak,2025-07-12,2025-07-18,7,Unknown,False,False,False,False
STR-000416,MBR-015660,Gym-Attendance Streak,2021-06-14,2021-06-25,12,Unknown,False,False,False,False
STR-021086,MBR-010940,App-Log Streak,2022-06-18,2022-06-27,10,Unknown,False,False,False,False
STR-039036,MBR-012189,Gym-Attendance Streak,2021-02-10,2021-02-12,3,Motivation Loss,False,False,False,False
STR-002062,MBR-012755,App-Log Streak,2025-01-11,2025-01-14,4,Monsoon Disruption,False,False,False,False
STR-032475,MBR-014478,App-Log Streak,2025-01-20,2025-02-20,32,Work Pressure,False,False,False,False
STR-007310,MBR-017399,Gym-Attendance Streak,2023-04-15,,900,Ongoing,True,True,True,True
STR-032144,MBR-012791,Gym-Attendance Streak,2024-10-14,2024-10-22,9,Festival/Holiday,True,False,False,False
STR-018558,MBR-003425,Gym-Attendance Streak,2025-04-29,2025-05-13,15,Unknown,False,False,False,False
STR-023456,MBR-011891,Gym-Attendance Streak,2023-08-01,2023-08-21,21,Travel,True,False,False,False
STR-026335,MBR-003647,App-Log Streak,2025-05-15,2025-06-03,20,Unknown,False,False,False,False
STR-021334,MBR-009785,Gym-Attendance Streak,2024-06-30,2024-07-01,2,Monsoon Disruption,False,False,False,False
STR-026124,MBR-003305,Gym-Attendance Streak,2021-09-12,2021-11-24,74,Work Pressure,True,False,True,False
STR-027671,MBR-015208,Gym-Attendance Streak,2021-12-20,2022-01-16,28,Motivation Loss,False,False,False,False
STR-007639,MBR-013022,App-Log Streak,2024-05-20,2024-07-31,73,Work Pressure,True,False,True,False
STR-004669,MBR-017173,Gym-Attendance Streak,2022-10-28,2022-11-01,5,Illness,False,False,False,False
STR-004502,MBR-006764,App-Log Streak,2022-11-29,2022-12-12,14,Unknown,False,False,False,False
STR-006995,MBR-010916,Gym-Attendance Streak,2024-03-24,2024-03-28,5,Unknown,False,False,False,False
STR-035994,MBR-002059,Gym-Attendance Streak,2023-01-19,2023-02-02,15,Injury,True,False,False,False
STR-035525,MBR-013655,Gym-Attendance Streak,2022-03-17,2022-03-20,4,Motivation Loss,False,False,False,False
STR-027500,MBR-015546,Gym-Attendance Streak,2024-11-16,2024-11-18,3,Unknown,False,False,False,False
STR-009136,MBR-009900,Gym-Attendance Streak,2022-03-28,2022-06-04,69,Unknown,True,False,True,False
STR-011424,MBR-006090,Gym-Attendance Streak,2024-09-27,2024-09-27,1,Motivation Loss,False,False,False,False
STR-019480,MBR-005434,App-Log Streak,2022-10-23,2022-11-02,11,Unknown,True,False,False,False
STR-019649,MBR-017032,Gym-Attendance Streak,2022-12-02,2022-12-10,9,Injury,False,False,False,False
STR-039614,MBR-002050,Gym-Attendance Streak,2024-12-10,2024-12-30,21,Illness,False,False,False,False
STR-032292,MBR-008586,App-Log Streak,2023-03-21,2023-03-21,1,Work Pressure,False,False,False,False
STR-006221,MBR-016068,Gym-Attendance Streak,2025-01-30,2025-02-25,27,Work Pressure,True,False,False,False
STR-000762,MBR-000097,Gym-Attendance Streak,2023-01-17,2023-02-04,19,Motivation Loss,False,False,False,False
STR-014930,MBR-000939,App-Log Streak,2022-11-19,2022-11-28,10,Unknown,False,False,False,False
STR-006362,MBR-006209,App-Log Streak,2023-03-15,2023-03-21,7,Illness,True,False,False,False
STR-002297,MBR-005472,App-Log Streak,2024-08-21,2024-09-03,14,Unknown,False,False,False,False
STR-035742,MBR-009507,Gym-Attendance Streak,2024-12-20,2025-05-07,139,Unknown,True,False,True,False
STR-001530,MBR-009038,Gym-Attendance Streak,2021-04-27,2021-04-27,1,Festival/Holiday,False,False,False,False
STR-019084,MBR-000206,App-Log Streak,2021-09-13,2021-09-24,12,Travel,False,False,False,False
STR-032421,MBR-016187,App-Log Streak,2025-02-01,2025-02-04,4,Unknown,False,False,False,False
STR-032708,MBR-006347,App-Log Streak,2024-05-21,2024-07-12,53,Unknown,False,False,False,False
STR-002916,MBR-012429,Gym-Attendance Streak,2024-01-19,2024-01-27,9,Motivation Loss,True,False,False,False
STR-025900,MBR-007331,Gym-Attendance Streak,2023-07-05,2023-08-01,28,Unknown,True,False,False,False
STR-030678,MBR-016206,Gym-Attendance Streak,2025-03-09,2025-03-20,12,Unknown,False,False,False,False
STR-020798,MBR-011821,Gym-Attendance Streak,2022-07-27,2022-08-16,21,Injury,False,False,False,False
STR-013180,MBR-012890,Gym-Attendance Streak,2025-06-18,2025-06-24,7,Unknown,False,False,False,False
STR-002615,MBR-013651,Gym-Attendance Streak,2025-07-04,2025-07-08,5,Festival/Holiday,True,False,False,False
STR-008532,MBR-000619,Gym-Attendance Streak,2023-06-06,2023-06-13,8,Unknown,False,False,False,False
STR-023441,MBR-010013,Gym-Attendance Streak,2023-10-03,2023-10-16,14,Festival/Holiday,True,False,False,False
STR-011435,MBR-002887,Gym-Attendance Streak,2021-07-18,2021-11-03,109,Unknown,True,False,True,False
STR-040032,MBR-002701,App-Log Streak,2022-12-31,2022-12-31,1,Work Pressure,False,False,False,False
STR-027649,MBR-001559,App-Log Streak,2023-06-26,2023-07-23,28,Motivation Loss,True,False,False,False
STR-002877,MBR-017292,Gym-Attendance Streak,2024-05-17,2024-05-22,6,Festival/Holiday,True,False,False,False
STR-005984,MBR-001669,App-Log Streak,2021-05-14,2021-05-21,8,Work Pressure,True,False,False,False
STR-035417,MBR-002189,Gym-Attendance Streak,2022-09-19,2022-10-10,22,Festival/Holiday,False,False,False,False
STR-038244,MBR-016249,Gym-Attendance Streak,2023-04-21,2023-05-11,21,Injury,False,False,False,False
STR-010798,MBR-004845,Gym-Attendance Streak,2024-10-30,,336,Ongoing,True,True,True,True
STR-003774,MBR-014010,Gym-Attendance Streak,2025-04-03,2025-04-25,23,Unknown,True,False,False,False
STR-029192,MBR-002627,Gym-Attendance Streak,2024-06-26,2024-06-28,3,Work Pressure,False,False,False,False
STR-024737,MBR-003448,App-Log Streak,2022-12-04,2022-12-04,1,Travel,False,False,False,False
STR-032266,MBR-013109,App-Log Streak,2025-07-25,2025-07-28,4,Travel,False,False,False,False
STR-001316,MBR-006351,Gym-Attendance Streak,2021-12-20,2022-01-08,20,Travel,False,False,False,False
STR-004293,MBR-012898,Gym-Attendance Streak,2022-04-27,2022-05-04,8,Motivation Loss,False,False,False,False
STR-025564,MBR-010689,App-Log Streak,2025-05-27,2025-06-24,29,Unknown,False,False,False,False
STR-019773,MBR-005779,Gym-Attendance Streak,2022-07-08,2022-07-23,16,Monsoon Disruption,False,False,False,False
STR-019295,MBR-010576,Gym-Attendance Streak,2022-06-09,2022-06-14,6,Motivation Loss,False,False,False,False
STR-007343,MBR-006457,App-Log Streak,2023-10-21,2023-11-15,26,Festival/Holiday,False,False,False,False
STR-026235,MBR-004194,Gym-Attendance Streak,2024-12-09,2024-12-12,4,Motivation Loss,True,False,False,False
STR-020687,MBR-004474,App-Log Streak,2024-03-01,2024-03-09,9,Unknown,True,False,False,False
STR-029927,MBR-000517,App-Log Streak,2023-09-13,2023-09-19,7,Motivation Loss,False,False,False,False
STR-027313,MBR-001747,Gym-Attendance Streak,2022-06-04,2022-06-08,5,Travel,False,False,False,False
STR-039292,MBR-000293,App-Log Streak,2021-10-15,2021-10-27,13,Unknown,False,False,False,False
STR-000701,MBR-011715,Gym-Attendance Streak,2025-07-31,2025-08-13,14,Motivation Loss,False,False,False,False
STR-018819,MBR-006675,App-Log Streak,2023-05-13,2023-06-02,21,Motivation Loss,False,False,False,False
STR-021228,MBR-008373,Gym-Attendance Streak,2025-06-23,2025-06-28,6,Unknown,False,False,False,False
STR-002184,MBR-000600,App-Log Streak,2023-04-04,2023-06-03,61,Unknown,False,False,True,False
STR-012115,MBR-006901,Gym-Attendance Streak,2023-12-11,2023-12-21,11,Motivation Loss,False,False,False,False
STR-010339,MBR-004216,Gym-Attendance Streak,2023-05-05,2023-05-22,18,Work Pressure,False,False,False,False
STR-008227,MBR-013857,Gym-Attendance Streak,2022-02-14,2022-03-07,22,Motivation Loss,False,False,False,False
STR-000491,MBR-005461,App-Log Streak,2025-02-16,2025-03-12,25,Motivation Loss,False,False,False,False
STR-003375,MBR-008595,App-Log Streak,2023-05-14,2023-05-27,14,Motivation Loss,False,False,False,False
STR-015174,MBR-009287,Gym-Attendance Streak,2023-08-24,2023-09-02,10,Travel,False,False,False,False
STR-028996,MBR-009451,App-Log Streak,2022-11-18,2022-11-27,10,Unknown,False,False,False,False
STR-036358,MBR-014196,App-Log Streak,2024-09-27,2024-10-02,6,Festival/Holiday,False,False,False,False
STR-021738,MBR-013927,Gym-Attendance Streak,2022-10-22,2022-11-17,27,Motivation Loss,False,False,False,False
STR-030145,MBR-015737,App-Log Streak,2023-09-07,2023-09-30,24,Work Pressure,True,False,False,False
STR-028622,MBR-003807,App-Log Streak,2024-05-15,2024-05-19,5,Work Pressure,False,False,False,False
STR-037992,MBR-007345,Gym-Attendance Streak,2025-05-07,2025-06-06,31,Unknown,True,False,False,False
STR-037742,MBR-001868,Gym-Attendance Streak,2024-05-25,2024-06-20,27,Injury,False,False,False,False
STR-017199,MBR-014820,App-Log Streak,2025-02-04,2025-02-22,19,Unknown,False,False,False,False
STR-004459,MBR-011875,App-Log Streak,2023-10-25,2023-11-07,14,Festival/Holiday,True,False,False,False
STR-030471,MBR-013216,App-Log Streak,2024-06-09,2024-07-02,24,Work Pressure,True,False,False,False
STR-021321,MBR-014600,Gym-Attendance Streak,2025-04-20,2025-04-29,10,Festival/Holiday,True,False,False,False
STR-035615,MBR-009664,Gym-Attendance Streak,2024-03-12,2024-04-08,28,Festival/Holiday,False,False,False,False
STR-008245,MBR-007487,App-Log Streak,2023-04-13,2023-04-29,17,Unknown,False,False,False,False
STR-020905,MBR-017330,App-Log Streak,2024-01-03,2024-01-21,19,Unknown,True,False,False,False
STR-032961,MBR-006862,Gym-Attendance Streak,2024-02-18,2024-02-23,6,Illness,False,False,False,False
STR-001219,MBR-000130,App-Log Streak,2025-03-15,2025-03-15,1,Unknown,False,False,False,False
STR-007202,MBR-013076,App-Log Streak,2025-05-28,2025-06-05,9,Unknown,True,False,False,False
STR-009121,MBR-009633,Gym-Attendance Streak,2025-02-03,2025-02-06,4,Illness,False,False,False,False
STR-005708,MBR-009147,App-Log Streak,2025-03-18,2025-03-23,6,Unknown,False,False,False,False
STR-030232,MBR-017214,Gym-Attendance Streak,2024-10-19,2024-11-10,23,Motivation Loss,False,False,False,False
STR-015019,MBR-002351,App-Log Streak,2025-01-08,2025-03-02,54,Unknown,True,False,False,False
STR-027852,MBR-001044,App-Log Streak,2024-03-04,2024-03-16,13,Injury,True,False,False,False
STR-005396,MBR-009440,App-Log Streak,2023-10-14,2023-11-04,22,Unknown,True,False,False,False
STR-007046,MBR-013164,Gym-Attendance Streak,2024-10-24,2024-11-11,19,Festival/Holiday,False,False,False,False
STR-009453,MBR-017285,Gym-Attendance Streak,2023-12-04,2023-12-30,27,Festival/Holiday,True,False,False,False
STR-012211,MBR-000612,Gym-Attendance Streak,2025-03-11,2025-03-21,11,Injury,False,False,False,False
STR-030737,MBR-007355,Gym-Attendance Streak,2023-02-22,2023-03-07,14,Motivation Loss,True,False,False,False
STR-003323,MBR-008045,App-Log Streak,2021-03-16,2021-03-16,1,Unknown,False,False,False,False
STR-005712,MBR-014683,Gym-Attendance Streak,2022-10-20,2022-10-20,1,Unknown,False,False,False,False
STR-003213,MBR-011519,App-Log Streak,2022-02-11,2022-03-08,26,Unknown,False,False,False,False
STR-011702,MBR-014920,App-Log Streak,2021-08-13,2021-09-23,42,Festival/Holiday,False,False,False,False
STR-001633,MBR-000774,Gym-Attendance Streak,2021-08-19,2021-08-29,11,Travel,True,False,False,False
STR-001716,MBR-015673,App-Log Streak,2023-09-20,2023-09-23,4,Motivation Loss,False,False,False,False
STR-006140,MBR-004222,App-Log Streak,2022-04-13,2022-05-03,21,Monsoon Disruption,True,False,False,False
STR-024498,MBR-013551,App-Log Streak,2024-04-11,2024-04-12,2,Motivation Loss,False,False,False,False
STR-018370,MBR-005439,App-Log Streak,2022-05-19,2022-05-25,7,Travel,False,False,False,False
STR-031055,MBR-015536,Gym-Attendance Streak,2024-09-18,2024-09-25,8,Work Pressure,True,False,False,False
STR-027149,MBR-012487,App-Log Streak,2025-01-28,2025-04-02,65,Festival/Holiday,True,False,True,False
STR-007608,MBR-004655,App-Log Streak,2023-01-27,2023-01-30,4,Travel,False,False,False,False
STR-013452,MBR-010837,Gym-Attendance Streak,2023-10-13,2023-10-18,6,Unknown,False,False,False,False
STR-004988,MBR-012445,App-Log Streak,2022-06-14,2022-06-29,16,Work Pressure,False,False,False,False
STR-025712,MBR-010687,Gym-Attendance Streak,2025-05-06,2025-05-08,3,Unknown,False,False,False,False
STR-038819,MBR-015149,Gym-Attendance Streak,2025-02-27,2025-03-07,9,Work Pressure,False,False,False,False
STR-030671,MBR-016292,Gym-Attendance Streak,2025-08-22,2025-08-27,6,Unknown,True,False,False,False
STR-005037,MBR-005233,Gym-Attendance Streak,2025-06-01,2025-06-12,12,Unknown,False,False,False,False
STR-016482,MBR-001302,Gym-Attendance Streak,2022-01-06,2022-02-02,28,Motivation Loss,False,False,False,False
STR-026921,MBR-011705,Gym-Attendance Streak,2023-08-05,2023-08-12,8,Travel,False,False,False,False
STR-023277,MBR-003182,App-Log Streak,2022-10-05,2022-10-29,25,Unknown,False,False,False,False
STR-007487,MBR-002533,App-Log Streak,2022-06-04,2022-06-12,9,Travel,False,False,False,False
STR-009085,MBR-002269,Gym-Attendance Streak,2024-01-20,2024-02-06,18,Unknown,False,False,False,False
STR-017507,MBR-008607,App-Log Streak,2022-04-09,2022-04-12,4,Festival/Holiday,False,False,False,False
STR-014132,MBR-002605,App-Log Streak,2025-07-30,2025-08-07,9,Work Pressure,True,False,False,False
STR-024528,MBR-003114,Gym-Attendance Streak,2021-09-09,2021-09-22,14,Monsoon Disruption,False,False,False,False
STR-031945,MBR-014449,Gym-Attendance Streak,2022-12-12,2022-12-18,7,Unknown,False,False,False,False
STR-014371,MBR-006463,App-Log Streak,2023-08-10,2023-08-20,11,Injury,False,False,False,False
STR-001506,MBR-013245,Gym-Attendance Streak,2022-06-03,2022-06-04,2,Unknown,False,False,False,False
STR-033600,MBR-007161,Gym-Attendance Streak,2024-03-10,2024-04-05,27,Unknown,True,False,False,False
STR-035571,MBR-003725,App-Log Streak,2024-04-06,2024-04-14,9,Unknown,True,False,False,False
STR-013492,MBR-001764,App-Log Streak,2024-03-26,2024-04-03,9,Travel,True,False,False,False
STR-027644,MBR-007059,Gym-Attendance Streak,2023-04-29,2023-05-04,6,Motivation Loss,False,False,False,False
STR-002556,MBR-002194,App-Log Streak,2024-04-08,2024-04-24,17,Unknown,True,False,False,False
STR-003828,MBR-010983,Gym-Attendance Streak,2023-05-05,2023-05-05,1,Festival/Holiday,False,False,False,False
STR-006809,MBR-001985,App-Log Streak,2024-06-02,2024-06-20,19,Monsoon Disruption,True,False,False,False
STR-012082,MBR-002587,Gym-Attendance Streak,2025-02-09,2025-02-09,1,Unknown,False,False,False,False
STR-026217,MBR-016588,App-Log Streak,2024-06-13,2024-07-04,22,Work Pressure,False,False,False,False
STR-024185,MBR-001241,App-Log Streak,2024-12-09,2024-12-20,12,Illness,True,False,False,False
STR-030317,MBR-008187,App-Log Streak,2023-11-27,2023-11-27,1,Illness,False,False,False,False
STR-017188,MBR-010799,Gym-Attendance Streak,2025-07-13,2025-07-25,13,Unknown,False,False,False,False
STR-003131,MBR-006154,App-Log Streak,2025-02-15,2025-02-26,12,Festival/Holiday,False,False,False,False
STR-026340,MBR-009284,App-Log Streak,2021-03-26,2021-05-10,46,Unknown,False,False,False,False
STR-012919,MBR-015880,Gym-Attendance Streak,2023-08-10,2023-08-30,21,Festival/Holiday,False,False,False,False
STR-001493,MBR-014965,Gym-Attendance Streak,2022-09-01,2022-10-05,35,Festival/Holiday,False,False,False,False
STR-029136,MBR-007316,App-Log Streak,2021-04-02,2021-04-18,17,Unknown,False,False,False,False
STR-011962,MBR-005945,App-Log Streak,2025-01-02,2025-04-19,108,Work Pressure,True,False,True,False
STR-021596,MBR-011859,App-Log Streak,2023-03-25,2023-04-15,22,Unknown,False,False,False,False
STR-001092,MBR-013310,Gym-Attendance Streak,2025-05-23,2025-06-16,25,Festival/Holiday,False,False,False,False
STR-015134,MBR-010191,App-Log Streak,2023-03-11,2023-03-17,7,Festival/Holiday,False,False,False,False
STR-027367,MBR-002792,App-Log Streak,2025-08-01,2025-08-23,23,Unknown,False,False,False,False
STR-003108,MBR-007052,App-Log Streak,2024-09-14,2024-09-18,5,Unknown,False,False,False,False
STR-001470,MBR-015054,Gym-Attendance Streak,2023-03-16,2023-03-21,6,Unknown,True,False,False,False
STR-016071,MBR-014762,Gym-Attendance Streak,2023-07-01,2023-07-30,30,Travel,True,False,False,False
STR-025486,MBR-015686,Gym-Attendance Streak,2022-03-24,2022-04-04,12,Unknown,True,False,False,False
STR-006967,MBR-014482,App-Log Streak,2021-10-01,2021-10-04,4,Unknown,False,False,False,False
STR-035848,MBR-002507,Gym-Attendance Streak,2025-02-12,2025-02-20,9,Motivation Loss,False,False,False,False
STR-016993,MBR-007120,Gym-Attendance Streak,2021-03-06,2021-03-19,14,Unknown,True,False,False,False
STR-001838,MBR-014524,Gym-Attendance Streak,2023-04-13,2023-04-13,1,Motivation Loss,False,False,False,False
STR-030213,MBR-014973,App-Log Streak,2023-04-05,2023-04-25,21,Unknown,True,False,False,False
STR-000617,MBR-008947,App-Log Streak,2024-09-25,2024-10-10,16,Unknown,True,False,False,False
STR-023461,MBR-008956,App-Log Streak,2022-04-08,2022-04-20,13,Injury,False,False,False,False
STR-035988,MBR-009638,App-Log Streak,2024-03-10,2024-03-29,20,Illness,False,False,False,False
STR-001820,MBR-007528,App-Log Streak,2024-11-12,2024-11-22,11,Work Pressure,False,False,False,False
STR-010575,MBR-012987,Gym-Attendance Streak,2024-05-22,2024-05-30,9,Festival/Holiday,False,False,False,False
STR-015008,MBR-001122,Gym-Attendance Streak,2022-03-31,2022-04-05,6,Work Pressure,False,False,False,False
STR-021735,MBR-016894,Gym-Attendance Streak,2021-05-14,2021-05-25,12,Motivation Loss,True,False,False,False
STR-023455,MBR-011891,Gym-Attendance Streak,2023-06-01,2023-06-06,6,Motivation Loss,False,False,False,False
STR-028895,MBR-002509,App-Log Streak,2024-03-09,2024-03-16,8,Travel,True,False,False,False
STR-014039,MBR-001405,App-Log Streak,2023-10-14,2023-10-24,11,Festival/Holiday,True,False,False,False
STR-006780,MBR-012481,Gym-Attendance Streak,2025-03-09,2025-03-19,11,Unknown,False,False,False,False
STR-005383,MBR-016638,Gym-Attendance Streak,2025-06-25,2025-07-05,11,Unknown,False,False,False,False
STR-000320,MBR-008264,Gym-Attendance Streak,2023-08-09,2023-08-27,19,Unknown,False,False,False,False
STR-019340,MBR-016170,Gym-Attendance Streak,2023-10-06,2023-11-21,47,Unknown,False,False,False,False
STR-006069,MBR-011605,Gym-Attendance Streak,2024-05-02,2024-05-05,4,Illness,False,False,False,False
STR-039199,MBR-009693,Gym-Attendance Streak,2023-09-20,2024-01-15,118,Unknown,True,False,True,False
STR-017344,MBR-012639,Gym-Attendance Streak,2021-12-31,2021-12-31,1,Work Pressure,False,False,False,False
STR-032473,MBR-014478,App-Log Streak,2024-09-11,2024-10-13,33,Festival/Holiday,False,False,False,False
STR-013545,MBR-017191,App-Log Streak,2024-10-07,2024-10-10,4,Unknown,False,False,False,False
STR-006769,MBR-004238,App-Log Streak,2022-02-27,2022-03-09,11,Festival/Holiday,True,False,False,False
STR-015756,MBR-002000,App-Log Streak,2024-11-10,2024-11-23,14,Unknown,True,False,False,False
STR-015860,MBR-013141,Gym-Attendance Streak,2023-06-04,2023-06-23,20,Unknown,True,False,False,False
STR-030646,MBR-007097,Gym-Attendance Streak,2022-08-09,2022-09-02,25,Motivation Loss,False,False,False,False
STR-005928,MBR-004990,Gym-Attendance Streak,2024-09-22,2024-09-28,7,Illness,False,False,False,False
STR-038803,MBR-009806,App-Log Streak,2024-11-05,2024-12-08,34,Unknown,False,False,False,False
STR-007235,MBR-012554,Gym-Attendance Streak,2025-08-23,2025-08-24,2,Monsoon Disruption,False,False,False,False
STR-014272,MBR-003784,Gym-Attendance Streak,2024-07-07,2024-07-26,20,Motivation Loss,False,False,False,False
STR-033170,MBR-003651,Gym-Attendance Streak,2025-07-17,2025-08-03,18,Motivation Loss,False,False,False,False
STR-014104,MBR-002154,Gym-Attendance Streak,2023-09-07,2023-10-03,27,Festival/Holiday,True,False,False,False
STR-006225,MBR-009540,App-Log Streak,2023-02-23,2023-03-05,11,Festival/Holiday,False,False,False,False
STR-020102,MBR-004551,App-Log Streak,2023-05-23,,862,Ongoing,True,True,True,True
STR-034845,MBR-000592,App-Log Streak,2022-12-27,2022-12-30,4,Illness,False,False,False,False
STR-017327,MBR-004097,Gym-Attendance Streak,2022-03-28,2022-06-06,71,Work Pressure,True,False,True,False
STR-019545,MBR-003905,Gym-Attendance Streak,2023-03-17,2023-04-15,30,Travel,True,False,False,False
STR-004705,MBR-013624,Gym-Attendance Streak,2022-03-24,2022-04-28,36,Unknown,True,False,False,False
STR-014724,MBR-014116,App-Log Streak,2025-05-28,2025-06-09,13,Monsoon Disruption,False,False,False,False
STR-039087,MBR-001015,App-Log Streak,2025-09-01,2025-09-30,30,Unknown,False,False,False,False
STR-003818,MBR-012034,Gym-Attendance Streak,2022-04-27,2022-04-30,4,Monsoon Disruption,True,False,False,False
STR-036029,MBR-015568,App-Log Streak,2023-12-04,2023-12-26,23,Unknown,False,False,False,False
STR-038571,MBR-011014,App-Log Streak,2025-05-16,2025-05-29,14,Monsoon Disruption,True,False,False,False
STR-001431,MBR-008552,App-Log Streak,2023-10-16,2024-01-21,98,Monsoon Disruption,False,False,True,False
STR-013677,MBR-004593,App-Log Streak,2024-04-19,2024-05-14,26,Festival/Holiday,False,False,False,False
STR-006266,MBR-007824,Gym-Attendance Streak,2025-05-15,2025-05-19,5,Motivation Loss,False,False,False,False
STR-035408,MBR-016993,Gym-Attendance Streak,2023-08-03,2023-11-05,95,Injury,False,False,True,False
STR-028584,MBR-001314,App-Log Streak,2022-12-10,2022-12-14,5,Travel,False,False,False,False
STR-038950,MBR-016540,App-Log Streak,2025-03-11,2025-03-18,8,Festival/Holiday,False,False,False,False
STR-038040,MBR-015464,App-Log Streak,2025-04-19,2025-04-26,8,Motivation Loss,False,False,False,False
STR-028061,MBR-000007,Gym-Attendance Streak,2024-07-15,2024-07-17,3,Monsoon Disruption,False,False,False,False
STR-009743,MBR-017369,App-Log Streak,2023-10-20,2023-10-30,11,Motivation Loss,False,False,False,False
STR-020998,MBR-008467,Gym-Attendance Streak,2022-06-25,2022-06-25,1,Unknown,False,False,False,False
STR-014619,MBR-002785,Gym-Attendance Streak,2023-01-07,2023-01-08,2,Work Pressure,False,False,False,False
STR-003443,MBR-013219,App-Log Streak,2025-07-31,2025-09-09,41,Motivation Loss,False,False,False,False
STR-010155,MBR-001243,App-Log Streak,2025-03-26,2025-05-23,59,Motivation Loss,False,False,True,False
STR-023681,MBR-004412,App-Log Streak,2025-03-04,2025-03-11,8,Monsoon Disruption,False,False,False,False
STR-002129,MBR-016142,Gym-Attendance Streak,2022-12-28,2023-02-06,41,Motivation Loss,False,False,False,False
STR-028022,MBR-002078,Gym-Attendance Streak,2021-04-19,2021-05-09,21,Unknown,True,False,False,False
STR-007238,MBR-004748,Gym-Attendance Streak,2023-07-15,2023-07-15,1,Unknown,False,False,False,False
STR-011703,MBR-014920,App-Log Streak,2021-10-01,2021-10-13,13,Unknown,False,False,False,False
STR-013773,MBR-017286,Gym-Attendance Streak,2023-02-04,2023-02-16,13,Travel,False,False,False,False
