checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes,is_checkout_missing,day_of_week,checkin_hour,actual_duration_minutes,season_tag,is_duration_outlier
CHK-078373,MBR-017166,BR-036,2025-01-20 20:32:19,2025-01-20 22:06:19,Strength Training,Self-Guided,89,False,Monday,20,94.0,Winter,False
CHK-078374,MBR-005844,BR-003,2025-01-20 20:32:49,2025-01-20 21:44:49,Personal Training Session,TR-049,76,False,Monday,20,72.0,Winter,False
CHK-078375,MBR-014042,BR-017,2025-01-20 20:33:04,2025-01-20 21:56:04,Group Class,Self-Guided,83,False,Monday,20,83.0,Winter,False
CHK-078376,MBR-011557,BR-031,2025-01-20 20:33:49,2025-01-20 21:52:49,Cardio,Self-Guided,82,False,Monday,20,79.0,Winter,False
CHK-078377,MBR-005191,BR-008,2025-01-20 20:34:59,2025-01-20 21:40:59,Strength Training,Self-Guided,61,False,Monday,20,66.0,Winter,False
CHK-078378,MBR-010524,BR-026,2025-01-20 20:36:21,2025-01-20 21:36:21,Personal Training Session,TR-003,62,False,Monday,20,60.0,Winter,False
CHK-078379,MBR-001253,BR-017,2025-01-20 20:36:26,,Personal Training Session,TR-014,54,True,Monday,20,,Winter,False
CHK-078380,MBR-011971,BR-002,2025-01-20 20:46:50,2025-01-20 21:22:50,Strength Training,Self-Guided,31,False,Monday,20,36.0,Winter,False
CHK-078381,MBR-007499,BR-017,2025-01-20 20:54:12,2025-01-20 21:50:12,Group Class,Self-Guided,54,False,Monday,20,56.0,Winter,False
CHK-078382,MBR-010398,BR-033,2025-01-20 20:57:23,2025-01-20 21:47:23,Group Class,Self-Guided,52,False,Monday,20,50.0,Winter,False
CHK-078383,MBR-002793,BR-040,2025-01-20 20:59:30,2025-01-20 22:01:30,Group Class,Self-Guided,66,False,Monday,20,62.0,Winter,False
CHK-078384,MBR-009056,BR-028,2025-01-20 21:04:04,2025-01-20 22:15:04,Cardio,Self-Guided,69,False,Monday,21,71.0,Winter,False
CHK-078385,MBR-011373,BR-016,2025-01-20 21:14:27,2025-01-20 22:15:27,Personal Training Session,TR-037,60,False,Monday,21,61.0,Winter,False
CHK-078386,MBR-007139,BR-027,2025-01-20 21:16:10,2025-01-20 22:44:10,Cardio,Self-Guided,83,False,Monday,21,88.0,Winter,False
CHK-078387,MBR-015429,BR-018,2025-01-20 21:16:53,2025-01-20 22:14:53,Cardio,Self-Guided,61,False,Monday,21,58.0,Winter,False
CHK-078388,MBR-004298,BR-011,2025-01-20 21:20:09,2025-01-20 22:49:09,Cardio,Self-Guided,89,False,Monday,21,89.0,Winter,False
CHK-078389,MBR-007139,BR-027,2025-01-20 21:21:10,2025-01-20 22:49:10,Cardio,Self-Guided,83,False,Monday,21,88.0,Winter,False
CHK-078390,MBR-000533,BR-017,2025-01-20 21:28:35,,Cardio,Self-Guided,38,True,Monday,21,,Winter,False
CHK-078391,MBR-010768,BR-008,2025-01-20 21:32:10,2025-01-20 22:44:10,Group Class,Self-Guided,68,False,Monday,21,72.0,Winter,False
CHK-078392,MBR-000364,BR-022,2025-01-20 21:35:43,2025-01-20 22:57:43,Cardio,Self-Guided,80,False,Monday,21,82.0,Winter,False
CHK-078393,MBR-004407,BR-018,2025-01-20 21:36:42,2025-01-20 23:30:42,Cardio,Self-Guided,110,False,Monday,21,114.0,Winter,False
CHK-078394,MBR-015114,BR-017,2025-01-20 21:39:09,2025-01-20 22:52:09,Group Class,Self-Guided,70,False,Monday,21,73.0,Winter,False
CHK-078395,MBR-005706,BR-037,2025-01-20 21:40:21,,Group Class,Self-Guided,36,True,Monday,21,,Winter,False
CHK-078396,MBR-008741,BR-008,2025-01-20 21:42:27,2025-01-20 22:32:27,Cardio,Self-Guided,47,False,Monday,21,50.0,Winter,False
CHK-078397,MBR-000808,BR-039,2025-01-20 21:43:26,2025-01-20 22:25:26,Cardio,Self-Guided,43,False,Monday,21,42.0,Winter,False
CHK-078398,MBR-015102,BR-033,2025-01-20 21:44:55,2025-01-20 23:30:55,Strength Training,Self-Guided,102,False,Monday,21,106.0,Winter,False
CHK-078399,MBR-005440,BR-018,2025-01-20 21:51:46,2025-01-20 23:18:46,Group Class,Self-Guided,82,False,Monday,21,87.0,Winter,False
CHK-078400,MBR-005758,BR-018,2025-01-20 21:55:52,2025-01-20 23:35:52,Group Class,Self-Guided,102,False,Monday,21,100.0,Winter,False
CHK-078401,MBR-001469,BR-022,2025-01-20 21:56:51,2025-01-20 22:44:51,Cardio,Self-Guided,47,False,Monday,21,48.0,Winter,False
CHK-078402,MBR-008939,BR-033,2025-01-20 22:05:27,,Group Class,Self-Guided,63,True,Monday,22,,Winter,False
CHK-078403,MBR-014533,BR-029,2025-01-20 22:16:45,2025-01-20 23:19:45,Group Class,Self-Guided,63,False,Monday,22,63.0,Winter,False
CHK-078404,MBR-012856,BR-038,2025-01-20 22:24:05,2025-01-21 00:13:05,Strength Training,Self-Guided,110,False,Monday,22,109.0,Winter,False
CHK-078405,MBR-006583,BR-011,2025-01-20 22:26:29,2025-01-20 23:28:29,Strength Training,Self-Guided,57,False,Monday,22,62.0,Winter,False
CHK-078406,MBR-013908,BR-033,2025-01-20 22:36:18,2025-01-20 23:35:18,Strength Training,Self-Guided,56,False,Monday,22,59.0,Winter,False
CHK-078407,MBR-012619,BR-030,2025-01-20 23:07:20,2025-01-20 23:55:20,Group Class,Self-Guided,51,False,Monday,23,48.0,Winter,False
CHK-078408,MBR-012338,BR-024,2025-01-20 23:19:49,2025-01-20 23:56:49,Group Class,Self-Guided,33,False,Monday,23,37.0,Winter,False
CHK-078409,MBR-014947,BR-017,2025-01-20 23:27:47,2025-01-21 00:58:47,Cardio,Self-Guided,92,False,Monday,23,91.0,Winter,False
CHK-078410,MBR-014114,BR-031,2025-01-20 23:46:31,2025-01-21 00:53:31,Strength Training,Self-Guided,64,False,Monday,23,67.0,Winter,False
CHK-078411,MBR-014257,BR-005,2025-01-21 02:11:41,2025-01-21 03:16:41,Strength Training,Self-Guided,64,False,Tuesday,2,65.0,Winter,False
CHK-078412,MBR-007599,BR-019,2025-01-21 02:44:11,2025-01-21 03:34:11,Strength Training,Self-Guided,48,False,Tuesday,2,50.0,Winter,False
CHK-078413,MBR-000975,BR-037,2025-01-21 04:06:32,2025-01-21 05:13:32,Strength Training,Self-Guided,70,False,Tuesday,4,67.0,Winter,False
CHK-078414,MBR-001710,BR-016,2025-01-21 04:27:09,2025-01-21 05:24:09,Group Class,Self-Guided,57,False,Tuesday,4,57.0,Winter,False
CHK-078415,MBR-002149,BR-015,2025-01-21 04:33:01,2025-01-21 05:46:01,Strength Training,Self-Guided,75,False,Tuesday,4,73.0,Winter,False
CHK-078416,MBR-011029,BR-026,2025-01-21 05:09:16,2025-01-21 05:40:16,Cardio,Self-Guided,27,False,Tuesday,5,31.0,Winter,False
CHK-078417,MBR-008578,BR-008,2025-01-21 05:20:28,2025-01-21 06:14:28,Strength Training,Self-Guided,49,False,Tuesday,5,54.0,Winter,False
CHK-078418,MBR-002996,BR-034,2025-01-21 05:41:22,2025-01-21 06:41:22,Strength Training,Self-Guided,59,False,Tuesday,5,60.0,Winter,False
CHK-078419,MBR-008556,BR-031,2025-01-21 05:57:38,2025-01-21 07:25:38,Strength Training,Self-Guided,87,False,Tuesday,5,88.0,Winter,False
CHK-078420,MBR-011289,BR-035,2025-01-21 05:58:28,2025-01-21 07:17:28,Cardio,Self-Guided,82,False,Tuesday,5,79.0,Winter,False
CHK-078421,MBR-016631,BR-020,2025-01-21 06:03:47,2025-01-21 06:47:47,Cardio,Self-Guided,41,False,Tuesday,6,44.0,Winter,False
CHK-078422,MBR-012521,BR-034,2025-01-21 06:04:30,2025-01-21 06:54:30,Strength Training,Self-Guided,50,False,Tuesday,6,50.0,Winter,False
CHK-078423,MBR-014949,BR-026,2025-01-21 06:10:42,2025-01-21 07:01:42,Strength Training,Self-Guided,51,False,Tuesday,6,51.0,Winter,False
CHK-078424,MBR-005976,BR-038,2025-01-21 06:15:12,,Group Class,Self-Guided,99,True,Tuesday,6,,Winter,False
CHK-078425,MBR-017331,BR-021,2025-01-21 06:16:20,2025-01-21 07:13:20,Cardio,Self-Guided,53,False,Tuesday,6,57.0,Winter,False
CHK-078426,MBR-001531,BR-004,2025-01-21 06:36:30,2025-01-21 07:33:30,Cardio,Self-Guided,60,False,Tuesday,6,57.0,Winter,False
CHK-078427,MBR-011781,BR-034,2025-01-21 06:45:59,2025-01-21 07:36:59,Strength Training,Self-Guided,46,False,Tuesday,6,51.0,Winter,False
CHK-078428,MBR-002171,BR-008,2025-01-21 07:12:19,2025-01-21 08:08:19,Cardio,Self-Guided,58,False,Tuesday,7,56.0,Winter,False
CHK-078429,MBR-004684,BR-017,2025-01-21 07:14:04,2025-01-21 08:33:04,Cardio,Self-Guided,79,False,Tuesday,7,79.0,Winter,False
CHK-078430,MBR-003341,BR-017,2025-01-21 07:15:48,2025-01-21 08:34:48,Cardio,Self-Guided,81,False,Tuesday,7,79.0,Winter,False
CHK-078431,MBR-009942,BR-013,2025-01-21 07:27:24,2025-01-21 08:51:24,Cardio,Self-Guided,81,False,Tuesday,7,84.0,Winter,False
CHK-078432,MBR-012051,BR-015,2025-01-21 07:30:42,2025-01-21 08:05:42,Cardio,Self-Guided,31,False,Tuesday,7,35.0,Winter,False
CHK-078433,MBR-004995,BR-027,2025-01-21 07:32:40,2025-01-21 09:18:40,Cardio,Self-Guided,110,False,Tuesday,7,106.0,Winter,False
CHK-078434,MBR-001105,BR-033,2025-01-21 07:33:24,2025-01-21 08:49:24,Cardio,Self-Guided,79,False,Tuesday,7,76.0,Winter,False
CHK-078435,MBR-008221,BR-017,2025-01-21 07:43:04,2025-01-21 08:29:04,Group Class,Self-Guided,46,False,Tuesday,7,46.0,Winter,False
CHK-078436,MBR-004924,BR-023,2025-01-21 07:43:17,2025-01-21 08:41:17,Cardio,Self-Guided,56,False,Tuesday,7,58.0,Winter,False
CHK-078437,MBR-015981,BR-039,2025-01-21 08:00:31,2025-01-21 08:56:31,Personal Training Session,TR-012,57,False,Tuesday,8,56.0,Winter,False
CHK-078438,MBR-009613,BR-035,2025-01-21 08:12:33,2025-01-21 08:53:33,Personal Training Session,TR-011,36,False,Tuesday,8,41.0,Winter,False
CHK-078439,MBR-010668,BR-040,2025-01-21 08:32:21,,Strength Training,Self-Guided,59,True,Tuesday,8,,Winter,False
CHK-078440,MBR-014325,BR-009,2025-01-21 08:33:23,2025-01-21 09:41:23,Group Class,Self-Guided,67,False,Tuesday,8,68.0,Winter,False
CHK-078441,MBR-012602,BR-008,2025-01-21 08:35:32,2025-01-21 09:09:32,Strength Training,Self-Guided,31,False,Tuesday,8,34.0,Winter,False
CHK-078442,MBR-011396,BR-019,2025-01-21 08:44:48,2025-01-21 09:25:48,Strength Training,Self-Guided,43,False,Tuesday,8,41.0,Winter,False
CHK-078443,MBR-007456,BR-029,2025-01-21 08:48:13,2025-01-21 09:44:13,Cardio,Self-Guided,54,False,Tuesday,8,56.0,Winter,False
CHK-078444,MBR-000479,BR-022,2025-01-21 09:02:56,,Cardio,Self-Guided,95,True,Tuesday,9,,Winter,False
CHK-078445,MBR-013160,BR-016,2025-01-21 09:04:20,2025-01-21 09:52:20,Strength Training,Self-Guided,46,False,Tuesday,9,48.0,Winter,False
CHK-078446,MBR-009002,BR-003,2025-01-21 09:16:11,2025-01-21 10:08:11,Strength Training,Self-Guided,53,False,Tuesday,9,52.0,Winter,False
CHK-078447,MBR-009147,BR-027,2025-01-21 09:18:10,,Group Class,Self-Guided,84,True,Tuesday,9,,Winter,False
CHK-078448,MBR-012694,BR-031,2025-01-21 09:20:14,2025-01-21 10:41:14,Group Class,Self-Guided,79,False,Tuesday,9,81.0,Winter,False
CHK-078449,MBR-000996,BR-037,2025-01-21 09:31:04,2025-01-21 10:24:04,Group Class,Self-Guided,48,False,Tuesday,9,53.0,Winter,False
CHK-078450,MBR-013246,BR-018,2025-01-21 09:31:52,,Strength Training,Self-Guided,54,True,Tuesday,9,,Winter,False
CHK-078451,MBR-010670,BR-013,2025-01-21 10:00:14,,Group Class,Self-Guided,52,True,Tuesday,10,,Winter,False
CHK-078452,MBR-013841,BR-007,2025-01-21 10:28:15,2025-01-21 11:36:15,Strength Training,Self-Guided,71,False,Tuesday,10,68.0,Winter,False
CHK-078453,MBR-015897,BR-016,2025-01-21 10:47:30,2025-01-21 11:28:30,Strength Training,Self-Guided,39,False,Tuesday,10,41.0,Winter,False
CHK-078454,MBR-012375,BR-033,2025-01-21 11:03:15,2025-01-21 12:03:15,Personal Training Session,TR-035,63,False,Tuesday,11,60.0,Winter,False
CHK-078455,MBR-004258,BR-022,2025-01-21 11:03:21,2025-01-21 11:45:21,Strength Training,Self-Guided,44,False,Tuesday,11,42.0,Winter,False
CHK-078456,MBR-010226,BR-001,2025-01-21 11:03:37,,Cardio,Self-Guided,84,True,Tuesday,11,,Winter,False
CHK-078457,MBR-014293,BR-027,2025-01-21 11:06:58,,Cardio,Self-Guided,110,True,Tuesday,11,,Winter,False
CHK-078458,MBR-008187,BR-034,2025-01-21 11:18:44,2025-01-21 12:36:44,Group Class,Self-Guided,73,False,Tuesday,11,78.0,Winter,False
CHK-078459,MBR-012360,BR-033,2025-01-21 11:21:31,2025-01-21 12:17:31,Cardio,Self-Guided,51,False,Tuesday,11,56.0,Winter,False
CHK-078460,MBR-006912,BR-026,2025-01-21 11:22:38,,Cardio,Self-Guided,75,True,Tuesday,11,,Winter,False
CHK-078461,MBR-016609,BR-029,2025-01-21 11:24:46,2025-01-21 12:38:46,Cardio,Self-Guided,72,False,Tuesday,11,74.0,Winter,False
CHK-078462,MBR-005204,BR-003,2025-01-21 11:54:18,2025-01-21 13:08:18,Strength Training,Self-Guided,73,False,Tuesday,11,74.0,Winter,False
CHK-078463,MBR-005288,BR-022,2025-01-21 12:01:38,2025-01-21 13:13:38,Cardio,Self-Guided,67,False,Tuesday,12,72.0,Winter,False
CHK-078464,MBR-004023,BR-038,2025-01-21 12:02:29,2025-01-21 12:38:29,Group Class,Self-Guided,34,False,Tuesday,12,36.0,Winter,False
CHK-078465,MBR-014813,BR-018,2025-01-21 12:15:14,2025-01-21 13:38:14,Strength Training,Self-Guided,83,False,Tuesday,12,83.0,Winter,False
CHK-078466,MBR-008856,BR-027,2025-01-21 12:21:13,,Cardio,Self-Guided,62,True,Tuesday,12,,Winter,False
CHK-078467,MBR-007459,BR-005,2025-01-21 12:37:36,2025-01-21 13:43:36,Strength Training,Self-Guided,64,False,Tuesday,12,66.0,Winter,False
CHK-078468,MBR-005331,BR-024,2025-01-21 12:48:22,2025-01-21 13:38:22,Personal Training Session,TR-001,53,False,Tuesday,12,50.0,Winter,False
CHK-078469,MBR-004287,BR-033,2025-01-21 13:07:25,2025-01-21 14:19:25,Cardio,Self-Guided,74,False,Tuesday,13,72.0,Winter,False
CHK-078470,MBR-013422,BR-017,2025-01-21 13:12:20,2025-01-21 14:05:20,Cardio,Self-Guided,55,False,Tuesday,13,53.0,Winter,False
CHK-078471,MBR-000634,BR-028,2025-01-21 13:24:08,2025-01-21 15:18:08,Group Class,Self-Guided,112,False,Tuesday,13,114.0,Winter,False
CHK-078472,MBR-017035,BR-005,2025-01-21 13:31:20,2025-01-21 14:45:20,Group Class,Self-Guided,73,False,Tuesday,13,74.0,Winter,False
CHK-078473,MBR-006034,BR-026,2025-01-21 13:51:11,2025-01-21 15:15:11,Cardio,Self-Guided,85,False,Tuesday,13,84.0,Winter,False
CHK-078474,MBR-000254,BR-028,2025-01-21 13:53:39,2025-01-21 15:00:39,Personal Training Session,TR-022,71,False,Tuesday,13,67.0,Winter,False
CHK-078475,MBR-004170,BR-009,2025-01-21 15:05:42,2025-01-21 16:03:42,Personal Training Session,TR-039,59,False,Tuesday,15,58.0,Winter,False
CHK-078476,MBR-000239,BR-017,2025-01-21 15:07:58,,Cardio,Self-Guided,67,True,Tuesday,15,,Winter,False
CHK-078477,MBR-008495,BR-012,2025-01-21 15:12:02,2025-01-21 16:23:02,Strength Training,Self-Guided,69,False,Tuesday,15,71.0,Winter,False
CHK-078478,MBR-015141,BR-007,2025-01-21 15:30:44,2025-01-21 15:58:44,Cardio,Self-Guided,29,False,Tuesday,15,28.0,Winter,False
CHK-078479,MBR-014188,BR-028,2025-01-21 15:31:48,,Strength Training,Self-Guided,54,True,Tuesday,15,,Winter,False
CHK-078480,MBR-013299,BR-013,2025-01-21 15:40:10,2025-01-21 16:48:10,Group Class,Self-Guided,68,False,Tuesday,15,68.0,Winter,False
CHK-078481,MBR-008973,BR-008,2025-01-21 15:46:49,2025-01-21 17:30:49,Group Class,Self-Guided,105,False,Tuesday,15,104.0,Winter,False
CHK-078482,MBR-008225,BR-032,2025-01-21 15:54:03,2025-01-21 17:23:03,Strength Training,Self-Guided,88,False,Tuesday,15,89.0,Winter,False
CHK-078483,MBR-006227,BR-033,2025-01-21 15:58:43,2025-01-21 16:37:43,Group Class,Self-Guided,37,False,Tuesday,15,39.0,Winter,False
CHK-078484,MBR-008359,BR-017,2025-01-21 16:04:33,,Cardio,Self-Guided,74,True,Tuesday,16,,Winter,False
CHK-078485,MBR-008506,BR-017,2025-01-21 16:18:09,2025-01-21 16:49:09,Cardio,Self-Guided,35,False,Tuesday,16,31.0,Winter,False
CHK-078486,MBR-012758,BR-033,2025-01-21 16:19:15,2025-01-21 17:46:15,Group Class,Self-Guided,84,False,Tuesday,16,87.0,Winter,False
CHK-078487,MBR-009028,BR-038,2025-01-21 16:35:20,2025-01-21 17:21:20,Personal Training Session,TR-001,41,False,Tuesday,16,46.0,Winter,False
CHK-078488,MBR-002817,BR-009,2025-01-21 16:48:41,2025-01-21 18:05:41,Strength Training,Self-Guided,72,False,Tuesday,16,77.0,Winter,False
CHK-078489,MBR-007758,BR-033,2025-01-21 16:50:30,2025-01-21 17:51:30,Personal Training Session,TR-020,65,False,Tuesday,16,61.0,Winter,False
CHK-078490,MBR-002077,BR-032,2025-01-21 16:59:12,2025-01-21 17:42:12,Cardio,Self-Guided,42,False,Tuesday,16,43.0,Winter,False
CHK-078491,MBR-015888,BR-038,2025-01-21 17:02:34,2025-01-21 17:39:34,Group Class,Self-Guided,39,False,Tuesday,17,37.0,Winter,False
CHK-078492,MBR-001126,BR-018,2025-01-21 17:04:14,2025-01-21 17:59:14,Strength Training,Self-Guided,54,False,Tuesday,17,55.0,Winter,False
CHK-078493,MBR-001157,BR-020,2025-01-21 17:06:07,2025-01-21 17:46:07,Strength Training,Self-Guided,36,False,Tuesday,17,40.0,Winter,False
CHK-078494,MBR-005089,BR-040,2025-01-21 17:07:48,2025-01-21 18:24:48,Strength Training,Self-Guided,73,False,Tuesday,17,77.0,Winter,False
CHK-078495,MBR-006506,BR-039,2025-01-21 17:11:27,2025-01-21 18:22:27,Cardio,Self-Guided,72,False,Tuesday,17,71.0,Winter,False
CHK-078496,MBR-006565,BR-018,2025-01-21 17:16:34,,Strength Training,Self-Guided,68,True,Tuesday,17,,Winter,False
CHK-078497,MBR-008725,BR-039,2025-01-21 18:18:06,,Cardio,Self-Guided,37,True,Tuesday,18,,Winter,False
CHK-078498,MBR-003408,BR-008,2025-01-21 18:21:56,2025-01-21 19:16:56,Strength Training,Self-Guided,54,False,Tuesday,18,55.0,Winter,False
CHK-078499,MBR-002734,BR-018,2025-01-21 18:22:35,2025-01-21 19:35:35,Cardio,Self-Guided,77,False,Tuesday,18,73.0,Winter,False
CHK-078500,MBR-007410,BR-033,2025-01-21 18:31:19,2025-01-21 19:50:19,Strength Training,Self-Guided,79,False,Tuesday,18,79.0,Winter,False
CHK-078501,MBR-016579,BR-026,2025-01-21 18:33:23,2025-01-21 19:04:23,Strength Training,Self-Guided,34,False,Tuesday,18,31.0,Winter,False
CHK-078502,MBR-015823,BR-013,2025-01-21 18:37:06,2025-01-21 19:54:06,Cardio,Self-Guided,74,False,Tuesday,18,77.0,Winter,False
CHK-078503,MBR-010885,BR-037,2025-01-21 18:37:40,2025-01-21 20:14:40,Strength Training,Self-Guided,101,False,Tuesday,18,97.0,Winter,False
CHK-078504,MBR-004464,BR-011,2025-01-21 18:41:42,2025-01-21 20:14:42,Cardio,Self-Guided,90,False,Tuesday,18,93.0,Winter,False
CHK-078505,MBR-016270,BR-038,2025-01-21 18:42:24,2025-01-21 20:01:24,Strength Training,Self-Guided,75,False,Tuesday,18,79.0,Winter,False
CHK-078506,MBR-012268,BR-035,2025-01-21 18:44:09,,Strength Training,Self-Guided,118,True,Tuesday,18,,Winter,False
CHK-078507,MBR-003504,BR-001,2025-01-21 18:48:35,2025-01-21 19:31:35,Strength Training,Self-Guided,47,False,Tuesday,18,43.0,Winter,False
CHK-078508,MBR-015985,BR-011,2025-01-21 18:49:09,2025-01-21 20:03:09,Cardio,Self-Guided,70,False,Tuesday,18,74.0,Winter,False
CHK-078509,MBR-014379,BR-038,2025-01-21 18:49:26,,Cardio,Self-Guided,71,True,Tuesday,18,,Winter,False
CHK-078510,MBR-003082,BR-038,2025-01-21 18:50:40,,Group Class,Self-Guided,67,True,Tuesday,18,,Winter,False
CHK-078511,MBR-005915,BR-024,2025-01-21 18:52:32,2025-01-21 20:06:32,Group Class,Self-Guided,69,False,Tuesday,18,74.0,Winter,False
CHK-078512,MBR-003219,BR-011,2025-01-21 18:53:15,,Cardio,Self-Guided,51,True,Tuesday,18,,Winter,False
CHK-078513,MBR-010511,BR-034,2025-01-21 18:55:44,2025-01-21 20:02:44,Group Class,Self-Guided,68,False,Tuesday,18,67.0,Winter,False
CHK-078514,MBR-007779,BR-018,2025-01-21 18:56:11,,Cardio,Self-Guided,42,True,Tuesday,18,,Winter,False
CHK-078515,MBR-002058,BR-017,2025-01-21 18:58:12,2025-01-21 20:12:12,Cardio,Self-Guided,69,False,Tuesday,18,74.0,Winter,False
CHK-078516,MBR-007824,BR-024,2025-01-21 18:59:50,,Group Class,Self-Guided,22,True,Tuesday,18,,Winter,False
CHK-078517,MBR-017200,BR-014,2025-01-21 19:08:11,2025-01-21 20:12:11,Cardio,Self-Guided,65,False,Tuesday,19,64.0,Winter,False
CHK-078518,MBR-017384,BR-005,2025-01-21 19:10:11,2025-01-21 20:03:11,Cardio,Self-Guided,57,False,Tuesday,19,53.0,Winter,False
CHK-078519,MBR-013669,BR-016,2025-01-21 19:12:10,2025-01-21 19:47:10,Group Class,Self-Guided,36,False,Tuesday,19,35.0,Winter,False
CHK-078520,MBR-004643,BR-026,2025-01-21 19:13:58,,Strength Training,Self-Guided,65,True,Tuesday,19,,Winter,False
CHK-078521,MBR-000843,BR-011,2025-01-21 19:17:08,2025-01-21 19:56:08,Group Class,Self-Guided,35,False,Tuesday,19,39.0,Winter,False
CHK-078522,MBR-010301,BR-038,2025-01-21 19:17:47,2025-01-21 20:41:47,Cardio,Self-Guided,80,False,Tuesday,19,84.0,Winter,False
CHK-078523,MBR-008394,BR-026,2025-01-21 19:20:00,2025-01-21 21:01:00,Group Class,Self-Guided,100,False,Tuesday,19,101.0,Winter,False
CHK-078524,MBR-001472,BR-014,2025-01-21 19:20:41,2025-01-21 20:37:41,Personal Training Session,TR-022,76,False,Tuesday,19,77.0,Winter,False
CHK-078525,MBR-007304,BR-005,2025-01-21 19:26:31,2025-01-21 20:57:31,Cardio,Self-Guided,90,False,Tuesday,19,91.0,Winter,False
CHK-078526,MBR-016347,BR-018,2025-01-21 19:26:35,2025-01-21 20:05:35,Cardio,Self-Guided,40,False,Tuesday,19,39.0,Winter,False
CHK-078527,MBR-009405,BR-013,2025-01-21 19:31:17,2025-01-21 20:25:17,Personal Training Session,TR-035,52,False,Tuesday,19,54.0,Winter,False
CHK-078528,MBR-015673,BR-037,2025-01-21 19:37:21,2025-01-21 20:27:21,Personal Training Session,TR-003,51,False,Tuesday,19,50.0,Winter,False
CHK-078529,MBR-014278,BR-008,2025-01-21 19:38:39,2025-01-21 20:32:39,Strength Training,Self-Guided,53,False,Tuesday,19,54.0,Winter,False
CHK-078530,MBR-013619,BR-037,2025-01-21 19:40:41,2025-01-21 20:46:41,Strength Training,Self-Guided,63,False,Tuesday,19,66.0,Winter,False
CHK-078531,MBR-009157,BR-033,2025-01-21 19:43:21,2025-01-21 21:31:21,Group Class,Self-Guided,106,False,Tuesday,19,108.0,Winter,False
CHK-078532,MBR-011635,BR-007,2025-01-21 19:43:28,2025-01-21 21:13:28,Group Class,Self-Guided,85,False,Tuesday,19,90.0,Winter,False
CHK-078533,MBR-005733,BR-012,2025-01-21 19:44:01,2025-01-21 20:33:01,Cardio,Self-Guided,53,False,Tuesday,19,49.0,Winter,False
CHK-078534,MBR-005636,BR-018,2025-01-21 19:46:53,2025-01-21 20:41:53,Cardio,Self-Guided,56,False,Tuesday,19,55.0,Winter,False
CHK-078535,MBR-006481,BR-017,2025-01-21 19:49:30,2025-01-21 21:37:30,Group Class,Self-Guided,111,False,Tuesday,19,108.0,Winter,False
CHK-078536,MBR-009185,BR-016,2025-01-21 19:49:56,2025-01-21 20:23:56,Group Class,Self-Guided,38,False,Tuesday,19,34.0,Winter,False
CHK-078537,MBR-015589,BR-030,2025-01-21 19:56:41,2025-01-21 21:21:41,Strength Training,Self-Guided,89,False,Tuesday,19,85.0,Winter,False
CHK-078538,MBR-017034,BR-022,2025-01-21 20:00:12,2025-01-21 21:04:12,Strength Training,Self-Guided,62,False,Tuesday,20,64.0,Winter,False
CHK-078539,MBR-005445,BR-007,2025-01-21 20:10:45,2025-01-21 20:48:45,Cardio,Self-Guided,39,False,Tuesday,20,38.0,Winter,False
CHK-078540,MBR-014818,BR-004,2025-01-21 20:12:28,2025-01-21 20:52:28,Strength Training,Self-Guided,41,False,Tuesday,20,40.0,Winter,False
CHK-078541,MBR-008921,BR-012,2025-01-21 20:12:57,2025-01-21 21:20:57,Personal Training Session,TR-034,67,False,Tuesday,20,68.0,Winter,False
CHK-078542,MBR-003097,BR-010,2025-01-21 20:13:29,2025-01-21 21:35:29,Strength Training,Self-Guided,83,False,Tuesday,20,82.0,Winter,False
CHK-078543,MBR-014394,BR-018,2025-01-21 20:17:25,2025-01-21 21:14:25,Cardio,Self-Guided,59,False,Tuesday,20,57.0,Winter,False
CHK-078544,MBR-011948,BR-018,2025-01-21 20:20:56,2025-01-21 21:10:56,Cardio,Self-Guided,53,False,Tuesday,20,50.0,Winter,False
CHK-078545,MBR-005439,BR-020,2025-01-21 20:23:41,2025-01-21 21:55:41,Strength Training,Self-Guided,92,False,Tuesday,20,92.0,Winter,False
CHK-078546,MBR-007038,BR-010,2025-01-21 20:25:22,2025-01-21 21:14:22,Cardio,Self-Guided,48,False,Tuesday,20,49.0,Winter,False
CHK-078547,MBR-008558,BR-035,2025-01-21 20:26:40,2025-01-21 21:48:40,Strength Training,Self-Guided,77,False,Tuesday,20,82.0,Winter,False
CHK-078548,MBR-012503,BR-008,2025-01-21 20:26:44,2025-01-21 21:47:44,Strength Training,Self-Guided,77,False,Tuesday,20,81.0,Winter,False
CHK-078549,MBR-009704,BR-037,2025-01-21 20:27:32,2025-01-21 22:13:32,Strength Training,Self-Guided,105,False,Tuesday,20,106.0,Winter,False
CHK-078550,MBR-014971,BR-034,2025-01-21 20:34:05,2025-01-21 21:46:05,Personal Training Session,TR-035,74,False,Tuesday,20,72.0,Winter,False
CHK-078551,MBR-006185,BR-001,2025-01-21 20:37:38,2025-01-21 21:32:38,Group Class,Self-Guided,52,False,Tuesday,20,55.0,Winter,False
CHK-078552,MBR-016322,BR-026,2025-01-21 20:49:15,2025-01-21 21:34:15,Group Class,Self-Guided,42,False,Tuesday,20,45.0,Winter,False
CHK-078553,MBR-010374,BR-034,2025-01-21 20:49:56,,Cardio,Self-Guided,66,True,Tuesday,20,,Winter,False
