event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-067598,MBR-012573,2025-01-02 10:41:52,App Opened–No Action,iOS,8,Not Applicable,Thursday,10,False
APP-071570,MBR-010809,2025-05-26 05:32:15,Community/WhatsApp-style Group Post,Android,75,Not Applicable,Monday,5,False
APP-040350,MBR-010600,2025-08-11 18:32:20,Streak Viewed,Android,35,Not Applicable,Monday,18,False
APP-038019,MBR-000028,2024-07-30 06:16:13,App Opened–No Action,Android,9,Not Applicable,Tuesday,6,False
APP-005401,MBR-009653,2024-04-06 06:46:13,Streak Viewed,Android,12,Not Applicable,Saturday,6,False
APP-041419,MBR-015344,2024-02-02 05:41:12,Reminder Snoozed,Android,7,Dismissed,Friday,5,False
APP-097855,MBR-008732,2025-08-18 19:26:36,Workout Logged Manually,Android,83,Not Applicable,Monday,19,False
APP-017447,MBR-008309,2023-12-23 17:24:15,App Opened–No Action,Android,8,Not Applicable,Saturday,17,False
APP-068352,MBR-009860,2025-01-16 06:03:20,Community/WhatsApp-style Group Post,Android,114,Not Applicable,Thursday,6,False
APP-078891,MBR-016668,2023-02-17 17:23:39,Streak Viewed,Android,28,Not Applicable,Friday,17,False
APP-059383,MBR-008591,2024-03-30 13:24:10,Streak Viewed,Android,36,Not Applicable,Saturday,13,False
APP-040075,MBR-012617,2024-07-02 09:44:28,Workout Logged Manually,Android,66,Not Applicable,Tuesday,9,False
APP-078095,MBR-010107,2023-10-06 23:48:18,Streak Viewed,iOS,18,Not Applicable,Friday,23,False
APP-066301,MBR-007915,2025-01-08 05:00:59,Reminder Snoozed,Android,5,Opened,Wednesday,5,False
APP-019307,MBR-007564,2022-05-18 16:21:51,Badge Earned,Android,24,Not Applicable,Wednesday,16,False
APP-035879,MBR-002630,2022-08-28 23:02:10,Streak Viewed,Android,23,Not Applicable,Sunday,23,False
APP-001671,MBR-006900,2022-09-23 17:45:25,Push Notification Opened,Android,9,Opened,Friday,17,False
APP-049563,MBR-015879,2025-04-06 20:38:31,App Opened–No Action,Android,6,Not Applicable,Sunday,20,False
APP-085932,MBR-000030,2022-04-12 07:05:34,Diet Log Entry,Android,39,Not Applicable,Tuesday,7,False
APP-003291,MBR-010773,2024-09-28 11:26:25,Reminder Snoozed,Android,7,Opened,Saturday,11,False
APP-015068,MBR-007229,2025-08-21 17:19:49,App Opened–No Action,Android,7,Not Applicable,Thursday,17,False
APP-069489,MBR-007312,2025-10-03 05:48:33,Workout Logged Manually,Android,138,Not Applicable,Friday,5,False
APP-048688,MBR-016367,2024-08-04 20:46:37,Streak Viewed,Android,70,Not Applicable,Sunday,20,False
APP-001378,MBR-008869,2024-11-21 07:52:54,Workout Logged Manually,Android,35,Not Applicable,Thursday,7,False
APP-056120,MBR-000595,2024-07-31 05:47:45,Streak Viewed,iOS,16,Not Applicable,Wednesday,5,False
APP-026926,MBR-009956,2024-10-06 00:17:50,Streak Viewed,iOS,16,Not Applicable,Sunday,0,False
APP-058605,MBR-014469,2024-07-25 05:58:17,Push Notification Opened,Android,25,Opened,Thursday,5,False
APP-039182,MBR-004909,2025-04-01 20:32:01,Workout Logged Manually,iOS,103,Not Applicable,Tuesday,20,False
APP-047844,MBR-005597,2025-10-04 21:09:58,Push Notification Opened,iOS,5,Dismissed,Saturday,21,False
APP-048315,MBR-006076,2024-07-12 13:12:27,Push Notification Opened,Android,31,Ignored,Friday,13,False
APP-046480,MBR-010482,2025-01-11 05:03:40,Diet Log Entry,iOS,143,Not Applicable,Saturday,5,False
APP-072181,MBR-007401,2024-10-02 16:22:41,Diet Log Entry,Android,96,Not Applicable,Wednesday,16,False
APP-067264,MBR-007774,2025-01-23 10:32:47,Streak Viewed,iOS,34,Not Applicable,Thursday,10,False
APP-078557,MBR-016169,2025-09-16 18:29:30,App Opened–No Action,Android,7,Not Applicable,Tuesday,18,False
APP-040163,MBR-011308,2022-12-12 07:27:57,App Opened–No Action,iOS,12,Not Applicable,Monday,7,False
APP-008869,MBR-010270,2023-08-01 09:05:02,Streak Viewed,Android,57,Not Applicable,Tuesday,9,False
APP-012628,MBR-003371,2024-10-28 20:39:30,Workout Logged Manually,Android,81,Not Applicable,Monday,20,False
APP-045974,MBR-002218,2024-10-03 07:57:33,App Opened–No Action,iOS,7,Not Applicable,Thursday,7,False
APP-027262,MBR-000622,2023-03-31 01:01:14,Push Notification Opened,iOS,2,Ignored,Friday,1,False
APP-048823,MBR-000900,2025-05-13 07:26:39,App Opened–No Action,Android,14,Dismissed,Tuesday,7,False
APP-058502,MBR-005485,2025-02-09 18:34:19,Push Notification Opened,Android,19,Not Applicable,Sunday,18,False
APP-041067,MBR-006376,2025-10-02 09:17:59,Reminder Snoozed,Android,6,Opened,Thursday,9,False
APP-090916,MBR-007322,2025-05-19 18:08:53,Workout Logged Manually,Android,46,Not Applicable,Monday,18,False
APP-085919,MBR-000030,2022-08-10 17:00:48,Streak Viewed,Android,27,Not Applicable,Wednesday,17,False
APP-056928,MBR-011718,2025-06-17 07:54:15,Push Notification Opened,iOS,9,Opened,Tuesday,7,False
APP-088647,MBR-011726,2025-09-06 09:18:50,Workout Logged Manually,Android,145,Not Applicable,Saturday,9,False
APP-025362,MBR-015775,2025-07-21 01:24:10,Streak Viewed,Android,20,Not Applicable,Monday,1,False
APP-035674,MBR-014094,2025-01-25 06:20:37,Diet Log Entry,Android,102,Not Applicable,Saturday,6,False
APP-052446,MBR-010012,2025-07-05 21:58:37,Push Notification Opened,Android,7,Ignored,Saturday,21,False
APP-060844,MBR-006431,2022-03-15 07:23:52,Push Notification Opened,Android,13,Opened,Tuesday,7,False
APP-030561,MBR-005757,2022-09-17 08:42:39,Reminder Snoozed,Android,4,Ignored,Saturday,8,False
APP-065396,MBR-015502,2021-10-17 19:38:16,Diet Log Entry,Android,64,Not Applicable,Sunday,19,False
APP-042604,MBR-009547,2025-03-16 11:08:09,Diet Log Entry,Android,89,Not Applicable,Sunday,11,False
APP-013174,MBR-000540,2025-04-10 21:46:32,Workout Logged Manually,Android,98,Not Applicable,Thursday,21,False
APP-057566,MBR-011421,2025-06-09 13:28:46,App Opened–No Action,iOS,4,Not Applicable,Monday,13,False
APP-048512,MBR-000942,2024-03-20 23:28:51,Reminder Snoozed,Android,5,Opened,Wednesday,23,False
APP-019503,MBR-007157,2022-03-20 12:16:29,Diet Log Entry,iOS,67,Not Applicable,Sunday,12,False
APP-049115,MBR-002355,2022-10-25 20:17:40,Workout Logged Manually,Android,59,Not Applicable,Tuesday,20,False
APP-056227,MBR-012882,2024-01-27 01:22:30,App Opened–No Action,Android,2,Not Applicable,Saturday,1,False
APP-092425,MBR-014521,2024-12-26 07:08:39,Reminder Snoozed,Android,7,Opened,Thursday,7,False
APP-068521,MBR-003772,2025-09-27 17:26:30,Push Notification Opened,Android,12,Opened,Saturday,17,False
APP-049648,MBR-011985,2024-03-27 21:06:01,Community/WhatsApp-style Group Post,iOS,157,Not Applicable,Wednesday,21,False
APP-050172,MBR-016365,2024-10-28 18:08:34,Reminder Snoozed,Android,7,Dismissed,Monday,18,False
APP-025726,MBR-001786,2025-08-03 08:07:37,App Opened–No Action,Android,9,Not Applicable,Sunday,8,False
APP-035273,MBR-012602,2024-04-04 07:53:26,Workout Logged Manually,Android,18,Not Applicable,Thursday,7,False
APP-072563,MBR-006485,2024-11-30 17:19:55,Streak Viewed,Android,34,Not Applicable,Saturday,17,False
APP-090628,MBR-013697,2025-07-05 09:29:08,Badge Earned,Android,45,Not Applicable,Saturday,9,False
APP-080649,MBR-003097,2025-03-05 19:02:26,Push Notification Opened,Android,10,Ignored,Wednesday,19,False
APP-043397,MBR-010336,2023-05-12 17:33:52,Diet Log Entry,Android,71,Not Applicable,Friday,17,False
APP-039717,MBR-008538,2025-10-03 19:42:43,Workout Logged Manually,Android,98,Not Applicable,Friday,19,False
APP-081210,MBR-002490,2024-10-19 18:47:43,Workout Logged Manually,Android,86,Not Applicable,Saturday,18,False
APP-044609,MBR-013407,2022-04-26 19:56:52,Reminder Snoozed,Android,7,Dismissed,Tuesday,19,False
APP-063628,MBR-014028,2024-12-16 22:24:08,Streak Viewed,Android,30,Not Applicable,Monday,22,False
APP-071971,MBR-001957,2025-02-25 00:57:22,App Opened–No Action,Android,6,Not Applicable,Tuesday,0,False
APP-027784,MBR-007973,2025-04-21 18:28:05,Reminder Snoozed,Android,8,Ignored,Monday,18,False
APP-000655,MBR-016457,2025-04-28 21:38:27,Community/WhatsApp-style Group Post,Android,44,Not Applicable,Monday,21,False
APP-026786,MBR-013797,2023-12-28 07:07:36,Workout Logged Manually,Android,85,Not Applicable,Thursday,7,False
APP-061086,MBR-008831,2024-11-02 01:11:42,Diet Log Entry,Android,106,Not Applicable,Saturday,1,False
APP-072790,MBR-009443,2025-10-04 19:15:06,App Opened–No Action,Android,4,Not Applicable,Saturday,19,False
APP-008427,MBR-006608,2023-01-17 07:08:17,Reminder Snoozed,Android,7,Dismissed,Tuesday,7,False
APP-009285,MBR-012386,2023-05-13 22:37:55,Diet Log Entry,Android,84,Not Applicable,Saturday,22,False
APP-084605,MBR-013044,2024-11-17 00:03:29,App Opened–No Action,Android,5,Not Applicable,Sunday,0,False
APP-054290,MBR-014863,2025-10-03 01:42:16,App Opened–No Action,iOS,8,Not Applicable,Friday,1,False
APP-092613,MBR-013335,2022-03-21 08:52:11,Push Notification Opened,Android,26,Dismissed,Monday,8,False
APP-097633,MBR-013928,2023-08-04 12:35:03,App Opened–No Action,Android,23,Not Applicable,Friday,12,False
APP-020977,MBR-005630,2025-02-06 09:59:45,Streak Viewed,Android,27,Not Applicable,Thursday,9,False
APP-058903,MBR-001489,2024-11-09 07:55:21,Push Notification Opened,iOS,10,Dismissed,Saturday,7,False
APP-060761,MBR-002784,2024-07-11 05:28:55,Diet Log Entry,Android,70,Not Applicable,Thursday,5,False
APP-010871,MBR-000101,2022-04-06 15:07:10,Push Notification Opened,Android,6,Ignored,Wednesday,15,False
APP-092892,MBR-017024,2024-05-03 18:43:41,Diet Log Entry,Android,150,Not Applicable,Friday,18,False
APP-096908,MBR-013199,2024-03-03 07:44:33,Reminder Snoozed,Android,6,Opened,Sunday,7,False
APP-093767,MBR-012401,2023-11-25 20:11:34,Badge Earned,Android,21,Not Applicable,Saturday,20,False
APP-011753,MBR-011466,2023-12-15 18:52:29,Streak Viewed,Android,51,Not Applicable,Friday,18,False
APP-036052,MBR-014379,2022-06-23 09:34:00,Reminder Snoozed,Android,8,Ignored,Thursday,9,False
APP-096517,MBR-009909,2023-12-05 01:24:39,Workout Logged Manually,Android,66,Not Applicable,Tuesday,1,False
APP-041270,MBR-006690,2022-04-19 15:07:41,App Opened–No Action,Android,8,Not Applicable,Tuesday,15,False
APP-043252,MBR-005008,2025-03-13 21:55:46,Community/WhatsApp-style Group Post,Android,115,Not Applicable,Thursday,21,False
APP-006742,MBR-014869,2024-01-28 06:56:31,Community/WhatsApp-style Group Post,Android,111,Not Applicable,Sunday,6,False
APP-078709,MBR-004154,2025-01-26 18:53:45,Streak Viewed,Android,19,Not Applicable,Sunday,18,False
APP-012998,MBR-010457,2024-08-18 19:22:26,Push Notification Opened,Android,7,Dismissed,Sunday,19,False
APP-053186,MBR-012450,2025-01-31 08:13:51,App Opened–No Action,Android,9,Not Applicable,Friday,8,False
APP-025350,MBR-009560,2024-09-16 06:35:54,Badge Earned,iOS,30,Not Applicable,Monday,6,False
APP-043461,MBR-011685,2025-04-07 09:51:56,Reminder Snoozed,iOS,4,Opened,Monday,9,False
APP-080285,MBR-014088,2023-03-26 07:05:51,Streak Viewed,Android,48,Not Applicable,Sunday,7,False
APP-094493,MBR-006556,2024-04-11 09:03:29,Badge Earned,Android,16,Not Applicable,Thursday,9,False
APP-082506,MBR-005167,2022-02-28 10:25:46,Community/WhatsApp-style Group Post,Android,56,Not Applicable,Monday,10,False
APP-027443,MBR-013826,2024-04-20 09:38:38,Workout Logged Manually,Android,34,Not Applicable,Saturday,9,False
APP-066969,MBR-014101,2024-07-07 03:41:49,Push Notification Opened,iOS,5,Not Applicable,Sunday,3,False
APP-041388,MBR-003177,2024-04-03 12:02:26,Streak Viewed,Android,31,Not Applicable,Wednesday,12,False
APP-025173,MBR-007313,2024-05-01 21:07:34,Workout Logged Manually,Android,110,Not Applicable,Wednesday,21,False
APP-049549,MBR-016209,2025-02-14 10:57:09,Streak Viewed,iOS,20,Not Applicable,Friday,10,False
APP-092157,MBR-003375,2025-04-02 06:35:29,Badge Earned,iOS,84,Not Applicable,Wednesday,6,False
APP-063676,MBR-005812,2024-03-17 18:32:55,Push Notification Opened,iOS,20,Opened,Sunday,18,False
APP-040940,MBR-011369,2023-01-01 09:35:24,Diet Log Entry,Android,147,Not Applicable,Sunday,9,False
APP-073892,MBR-003170,2024-01-12 19:36:33,Workout Logged Manually,Android,588,Not Applicable,Friday,19,True
APP-019455,MBR-014140,2025-09-16 20:59:35,Push Notification Opened,iOS,21,Dismissed,Tuesday,20,False
APP-077747,MBR-004436,2025-02-14 23:48:24,Community/WhatsApp-style Group Post,Android,192,Not Applicable,Friday,23,True
APP-004247,MBR-004850,2024-01-24 05:12:05,Reminder Snoozed,iOS,6,Ignored,Wednesday,5,False
APP-077078,MBR-015043,2025-02-06 18:43:20,Streak Viewed,Android,37,Not Applicable,Thursday,18,False
APP-030502,MBR-013627,2022-12-14 17:36:36,Push Notification Opened,Android,46,Opened,Wednesday,17,False
APP-001337,MBR-002200,2024-12-18 07:05:17,Push Notification Opened,iOS,21,Dismissed,Wednesday,7,False
APP-047317,MBR-005059,2021-01-07 18:39:03,Streak Viewed,Android,69,Not Applicable,Thursday,18,False
APP-069924,MBR-016778,2023-01-19 18:48:44,Workout Logged Manually,Android,157,Not Applicable,Thursday,18,False
APP-044410,MBR-003215,2025-06-21 09:17:33,Referral Sent,iOS,18,Not Applicable,Saturday,9,False
APP-045616,MBR-010175,2024-01-30 09:16:51,App Opened–No Action,Android,6,Not Applicable,Tuesday,9,False
APP-034151,MBR-010414,2023-11-07 17:27:27,App Opened–No Action,Android,18,Not Applicable,Tuesday,17,False
APP-019928,MBR-014048,2024-01-07 05:03:06,Reminder Snoozed,Android,6,Dismissed,Sunday,5,False
APP-018949,MBR-009651,2024-01-31 19:39:22,Badge Earned,Android,22,Not Applicable,Wednesday,19,False
APP-005659,MBR-004460,2025-05-09 13:24:03,Community/WhatsApp-style Group Post,iOS,52,Not Applicable,Friday,13,False
APP-005372,MBR-008066,2025-05-06 02:30:08,Workout Logged Manually,Android,128,Not Applicable,Tuesday,2,False
APP-044456,MBR-004644,2025-10-03 07:02:21,Streak Viewed,Android,27,Not Applicable,Friday,7,False
APP-071629,MBR-003691,2024-08-26 06:57:31,App Opened–No Action,iOS,6,Not Applicable,Monday,6,False
APP-085848,MBR-009712,2025-07-22 06:27:17,Push Notification Opened,Android,6,Not Applicable,Tuesday,6,False
APP-031040,MBR-011667,2024-04-29 06:34:18,Push Notification Opened,iOS,5,Ignored,Monday,6,False
APP-044828,MBR-001056,2022-08-17 13:37:41,Streak Viewed,Android,15,Not Applicable,Wednesday,13,False
APP-063802,MBR-008109,2023-11-25 07:53:46,Workout Logged Manually,iOS,131,Not Applicable,Saturday,7,False
APP-072636,MBR-012198,2024-05-23 10:20:08,Workout Logged Manually,iOS,219,Not Applicable,Thursday,10,True
APP-069286,MBR-009567,2025-01-05 23:01:01,App Opened–No Action,Android,9,Not Applicable,Sunday,23,False
APP-013330,MBR-015416,2022-05-08 18:03:43,Community/WhatsApp-style Group Post,iOS,215,Not Applicable,Sunday,18,True
APP-050807,MBR-006728,2022-04-03 11:13:46,Community/WhatsApp-style Group Post,Android,134,Not Applicable,Sunday,11,False
APP-055522,MBR-004279,2024-05-26 05:29:35,Streak Viewed,Android,24,Not Applicable,Sunday,5,False
APP-000360,MBR-007599,2023-07-23 05:39:59,Workout Logged Manually,Android,29,Not Applicable,Sunday,5,False
APP-006349,MBR-008842,2023-11-12 09:26:28,Community/WhatsApp-style Group Post,Android,113,Not Applicable,Sunday,9,False
APP-069663,MBR-016463,2022-05-10 20:10:05,Diet Log Entry,Android,131,Not Applicable,Tuesday,20,False
APP-014332,MBR-008301,2024-02-08 05:17:46,Streak Viewed,Android,69,Not Applicable,Thursday,5,False
APP-063974,MBR-007675,2025-05-29 08:16:04,Push Notification Opened,Android,19,Opened,Thursday,8,False
APP-025124,MBR-001304,2025-05-16 07:59:11,Push Notification Opened,Android,13,Ignored,Friday,7,False
APP-084653,MBR-009416,2022-12-10 10:51:10,App Opened–No Action,Android,3,Not Applicable,Saturday,10,False
APP-008225,MBR-000685,2023-12-29 15:13:38,Referral Sent,Android,41,Not Applicable,Friday,15,False
APP-015332,MBR-002452,2025-10-04 06:57:19,App Opened–No Action,iOS,6,Not Applicable,Saturday,6,False
APP-019905,MBR-015559,2024-06-03 00:59:42,Streak Viewed,Android,27,Not Applicable,Monday,0,False
APP-043336,MBR-000303,2024-08-28 05:08:32,Workout Logged Manually,Android,92,Not Applicable,Wednesday,5,False
APP-058957,MBR-012873,2024-09-18 06:09:54,Streak Viewed,iOS,48,Not Applicable,Wednesday,6,False
APP-078185,MBR-003896,2024-03-04 15:20:29,Streak Viewed,Android,54,Not Applicable,Monday,15,False
APP-077766,MBR-003957,2025-10-04 13:44:09,Workout Logged Manually,Android,28,Not Applicable,Saturday,13,False
APP-058845,MBR-001216,2024-11-22 06:37:30,Push Notification Opened,iOS,12,Opened,Friday,6,False
APP-082241,MBR-004367,2023-09-28 06:16:30,App Opened–No Action,Android,6,Not Applicable,Thursday,6,False
APP-056811,MBR-003672,2025-01-01 05:17:25,App Opened–No Action,Android,3,Not Applicable,Wednesday,5,False
APP-023382,MBR-006231,2025-03-09 19:56:58,Push Notification Opened,Android,7,Dismissed,Sunday,19,False
APP-033421,MBR-003961,2024-08-19 02:35:49,Workout Logged Manually,Android,93,Not Applicable,Monday,2,False
APP-088172,MBR-015698,2024-06-28 06:02:04,Streak Viewed,iOS,58,Not Applicable,Friday,6,False
APP-041517,MBR-011582,2024-08-02 17:35:47,Streak Viewed,Android,20,Not Applicable,Friday,17,False
APP-025421,MBR-012678,2022-11-26 06:56:48,Workout Logged Manually,Android,82,Not Applicable,Saturday,6,False
APP-064162,MBR-015872,2023-12-27 18:00:25,Workout Logged Manually,Android,62,Not Applicable,Wednesday,18,False
APP-062704,MBR-009476,2022-04-29 23:48:58,Diet Log Entry,Android,53,Not Applicable,Friday,23,False
APP-045994,MBR-008369,2024-05-28 19:10:23,Reminder Snoozed,Android,5,Opened,Tuesday,19,False
APP-030861,MBR-000153,2023-12-18 17:13:07,Diet Log Entry,Android,117,Not Applicable,Monday,17,False
APP-061056,MBR-003533,2025-06-26 05:55:00,Streak Viewed,Android,20,Not Applicable,Thursday,5,False
APP-024696,MBR-017034,2024-07-08 20:07:02,Push Notification Opened,Android,12,Dismissed,Monday,20,False
APP-068951,MBR-015161,2021-12-19 07:55:32,Streak Viewed,iOS,51,Not Applicable,Sunday,7,False
APP-008652,MBR-013000,2024-03-27 19:27:27,Badge Earned,Android,18,Not Applicable,Wednesday,19,False
APP-079341,MBR-014511,2024-12-20 10:41:40,App Opened–No Action,Android,8,Not Applicable,Friday,10,False
APP-080428,MBR-005816,2023-12-01 07:01:38,App Opened–No Action,Android,14,Not Applicable,Friday,7,False
APP-096655,MBR-014429,2022-12-31 06:11:51,Push Notification Opened,Android,17,Not Applicable,Saturday,6,False
APP-051102,MBR-015427,2024-10-18 10:45:02,Community/WhatsApp-style Group Post,Android,121,Not Applicable,Friday,10,False
APP-054317,MBR-003912,2025-03-06 00:49:48,Push Notification Opened,Android,13,Opened,Thursday,0,False
APP-027811,MBR-015636,2024-08-12 07:00:05,Streak Viewed,Android,26,Not Applicable,Monday,7,False
APP-052754,MBR-016789,2025-04-28 09:40:19,Reminder Snoozed,iOS,10,Opened,Monday,9,False
APP-086934,MBR-011950,2022-10-09 06:36:40,Reminder Snoozed,Android,11,Ignored,Sunday,6,False
APP-037597,MBR-004278,2025-08-03 01:07:41,Streak Viewed,iOS,45,Opened,Sunday,1,False
APP-042675,MBR-009942,2024-04-10 12:59:52,Workout Logged Manually,iOS,72,Not Applicable,Wednesday,12,False
APP-016532,MBR-001062,2022-07-04 19:37:42,Badge Earned,iOS,35,Not Applicable,Monday,19,False
APP-048902,MBR-007492,2025-05-08 21:38:36,Reminder Snoozed,Android,10,Opened,Thursday,21,False
APP-001186,MBR-010358,2025-04-29 08:21:58,Badge Earned,Android,51,Not Applicable,Tuesday,8,False
APP-003176,MBR-014455,2023-10-23 19:58:35,Diet Log Entry,Android,160,Not Applicable,Monday,19,False
APP-030859,MBR-000153,2024-08-24 10:56:58,Diet Log Entry,Android,175,Not Applicable,Saturday,10,True
APP-078878,MBR-006237,2025-10-02 01:31:35,App Opened–No Action,iOS,4,Not Applicable,Thursday,1,False
APP-013013,MBR-003914,2024-08-16 06:35:30,App Opened–No Action,iOS,9,Not Applicable,Friday,6,False
APP-054925,MBR-008219,2024-01-06 06:15:10,Workout Logged Manually,Android,108,Not Applicable,Saturday,6,False
APP-053928,MBR-005035,2025-07-10 19:24:35,Streak Viewed,iOS,21,Not Applicable,Thursday,19,False
APP-080596,MBR-003181,2023-03-13 04:17:47,Workout Logged Manually,Android,61,Not Applicable,Monday,4,False
APP-088626,MBR-014984,2021-09-09 16:07:56,App Opened–No Action,Android,11,Not Applicable,Thursday,16,False
APP-072598,MBR-009077,2025-06-13 04:58:46,Push Notification Opened,iOS,13,Ignored,Friday,4,False
APP-013686,MBR-016076,2025-04-20 07:32:10,Push Notification Opened,Android,14,Opened,Sunday,7,False
APP-020714,MBR-007377,2022-10-02 18:34:17,Workout Logged Manually,iOS,58,Not Applicable,Sunday,18,False
APP-069111,MBR-014563,2025-03-25 19:59:38,Referral Sent,iOS,46,Not Applicable,Tuesday,19,False
APP-094068,MBR-009659,2025-09-22 07:36:57,Workout Logged Manually,Android,138,Not Applicable,Monday,7,False
APP-071191,MBR-000599,2023-01-09 19:48:37,Streak Viewed,Android,26,Not Applicable,Monday,19,False
APP-059818,MBR-011492,2023-08-12 22:44:15,Diet Log Entry,iOS,293,Not Applicable,Saturday,22,True
APP-040469,MBR-014712,2024-04-02 06:09:32,Push Notification Opened,Android,6,Opened,Tuesday,6,False
APP-041657,MBR-002704,2025-06-27 10:48:24,App Opened–No Action,Android,14,Not Applicable,Friday,10,False
APP-060312,MBR-013240,2025-06-01 17:26:24,App Opened–No Action,Android,16,Not Applicable,Sunday,17,False
APP-055542,MBR-015499,2023-11-14 18:40:59,App Opened–No Action,Android,6,Not Applicable,Tuesday,18,False
APP-095221,MBR-013656,2025-04-03 10:36:37,Workout Logged Manually,Android,32,Not Applicable,Thursday,10,False
APP-027400,MBR-009374,2025-02-18 20:05:47,App Opened–No Action,iOS,18,Not Applicable,Tuesday,20,False
APP-036913,MBR-004842,2024-01-17 00:26:01,Workout Logged Manually,Android,133,Not Applicable,Wednesday,0,False
APP-002085,MBR-008018,2025-03-26 09:24:23,Workout Logged Manually,iOS,143,Not Applicable,Wednesday,9,False
APP-056746,MBR-003596,2024-10-30 05:37:32,Streak Viewed,iOS,53,Not Applicable,Wednesday,5,False
APP-001984,MBR-005831,2025-04-12 06:42:26,Streak Viewed,iOS,34,Not Applicable,Saturday,6,False
APP-089693,MBR-000983,2023-01-29 01:24:56,Badge Earned,Android,7,Not Applicable,Sunday,1,False
APP-066182,MBR-002514,2021-03-03 18:19:08,Referral Sent,Android,33,Not Applicable,Wednesday,18,False
APP-015035,MBR-015904,2021-02-26 17:24:32,Push Notification Opened,Android,7,Ignored,Friday,17,False
APP-002169,MBR-000510,2025-06-30 20:12:33,App Opened–No Action,Android,5,Not Applicable,Monday,20,False
APP-003677,MBR-011864,2022-06-18 18:44:13,Badge Earned,Android,23,Not Applicable,Saturday,18,False
APP-084867,MBR-012335,2023-11-24 06:13:17,Streak Viewed,iOS,55,Not Applicable,Friday,6,False
APP-008453,MBR-002678,2024-05-15 12:15:15,Reminder Snoozed,Android,6,Ignored,Wednesday,12,False
APP-001877,MBR-001253,2025-10-01 05:01:59,Push Notification Opened,Android,10,Ignored,Wednesday,5,False
APP-014909,MBR-005710,2025-09-01 11:01:27,Referral Sent,Android,121,Not Applicable,Monday,11,False
APP-044270,MBR-003621,2023-03-31 17:25:45,App Opened–No Action,Android,3,Not Applicable,Friday,17,False
APP-059323,MBR-016627,2025-05-26 13:06:16,Community/WhatsApp-style Group Post,iOS,126,Not Applicable,Monday,13,False
APP-018350,MBR-002039,2025-02-08 21:55:26,Streak Viewed,Android,30,Not Applicable,Saturday,21,False
APP-063836,MBR-001213,2024-07-06 00:41:24,Push Notification Opened,Android,12,Ignored,Saturday,0,False
APP-070945,MBR-004646,2022-04-18 07:02:54,Streak Viewed,Android,25,Not Applicable,Monday,7,False
APP-004348,MBR-010937,2024-08-03 20:59:47,App Opened–No Action,Android,5,Not Applicable,Saturday,20,False
APP-040724,MBR-007003,2023-02-13 06:20:12,Push Notification Opened,Android,23,Ignored,Monday,6,False
APP-065562,MBR-006887,2025-02-22 00:47:45,App Opened–No Action,Android,5,Not Applicable,Saturday,0,False
APP-074560,MBR-012626,2024-12-09 11:04:04,Workout Logged Manually,Android,142,Not Applicable,Monday,11,False
APP-060415,MBR-000466,2025-05-06 18:04:29,Streak Viewed,Android,19,Not Applicable,Tuesday,18,False
APP-063709,MBR-017002,2025-08-29 21:14:50,Diet Log Entry,Android,103,Not Applicable,Friday,21,False
APP-005567,MBR-010864,2023-09-08 05:30:06,Workout Logged Manually,Android,42,Not Applicable,Friday,5,False
APP-032524,MBR-006568,2024-04-24 18:23:59,Workout Logged Manually,iOS,84,Not Applicable,Wednesday,18,False
APP-044182,MBR-013386,2025-03-04 07:30:23,Diet Log Entry,iOS,110,Not Applicable,Tuesday,7,False
APP-084088,MBR-007556,2025-01-24 06:45:27,Push Notification Opened,Android,16,Opened,Friday,6,False
APP-046454,MBR-005564,2023-05-08 09:21:46,Streak Viewed,Android,42,Not Applicable,Monday,9,False
APP-090069,MBR-006223,2024-12-17 17:47:33,Referral Sent,Android,96,Not Applicable,Tuesday,17,False
APP-083179,MBR-004960,2022-10-21 18:59:12,Community/WhatsApp-style Group Post,Android,134,Not Applicable,Friday,18,False
APP-005373,MBR-000938,2025-04-23 21:00:42,App Opened–No Action,iOS,15,Not Applicable,Wednesday,21,False
APP-027162,MBR-001346,2024-06-20 08:21:11,Push Notification Opened,iOS,8,Opened,Thursday,8,False
APP-020334,MBR-017491,2023-07-15 06:37:07,Push Notification Opened,Android,14,Dismissed,Saturday,6,False
APP-004303,MBR-005368,2025-03-23 20:13:26,Reminder Snoozed,Android,8,Dismissed,Sunday,20,False
APP-095466,MBR-014938,2025-04-21 07:58:11,App Opened–No Action,iOS,4,Not Applicable,Monday,7,False
APP-090064,MBR-003851,2025-07-22 09:18:31,Reminder Snoozed,iOS,6,Ignored,Tuesday,9,False
APP-010018,MBR-001756,2024-11-23 05:52:51,Community/WhatsApp-style Group Post,Android,160,Not Applicable,Saturday,5,False
APP-079737,MBR-011851,2025-01-29 18:36:25,Reminder Snoozed,iOS,9,Opened,Wednesday,18,False
APP-071882,MBR-008640,2022-07-15 21:01:49,App Opened–No Action,Android,9,Not Applicable,Friday,21,False
APP-097186,MBR-017386,2022-04-27 18:28:58,Badge Earned,Android,69,Not Applicable,Wednesday,18,False
APP-031271,MBR-012928,2022-04-12 21:35:56,Diet Log Entry,Android,104,Not Applicable,Tuesday,21,False
APP-096234,MBR-003600,2025-05-13 18:43:01,Reminder Snoozed,iOS,4,Opened,Tuesday,18,False
