checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes
CHK-102073,MBR-016024,BR-027,2025-08-08 18:23:32,2025-08-08 19:24:32,Cardio,,60
CHK-102074,MBR-012626,BR-033,2025-08-08 18:25:23,2025-08-08 19:25:23,Group Class,,55
CHK-102075,MBR-009462,BR-007,2025-08-08 18:32:17,2025-08-08 19:48:17,Cardio,,72
CHK-102076,MBR-000201,BR-017,2025-08-08 18:33:54,,Strength Training,,54
CHK-102077,MBR-005928,BR-011,2025-08-08 18:35:29,2025-08-08 20:06:29,Cardio,,88
CHK-102078,MBR-004437,BR-038,2025-08-08 18:36:58,2025-08-08 19:15:58,Group Class,,42
CHK-102079,MBR-010840,BR-009,2025-08-08 18:37:08,2025-08-08 19:15:08,Personal Training Session,TR-016,42
CHK-102080,MBR-004497,BR-026,2025-08-08 18:41:12,2025-08-08 19:29:12,Group Class,,51
CHK-102081,MBR-000079,BR-038,2025-08-08 18:43:49,2025-08-08 20:15:49,Strength Training,,88
CHK-102082,MBR-005041,BR-038,2025-08-08 18:44:59,2025-08-08 19:50:59,Group Class,,65
CHK-102083,MBR-003235,BR-005,2025-08-08 18:46:52,2025-08-08 19:51:52,Strength Training,,63
CHK-102084,MBR-005915,BR-024,2025-08-08 19:01:53,2025-08-08 20:43:53,Strength Training,,106
CHK-102085,MBR-001950,BR-001,2025-08-08 19:08:05,2025-08-08 20:10:05,Group Class,,64
CHK-102086,MBR-007432,BR-016,2025-08-08 19:09:09,2025-08-08 19:55:09,Cardio,,50
CHK-102087,MBR-010812,BR-005,2025-08-08 19:15:25,2025-08-08 19:53:25,Cardio,,39
CHK-102088,MBR-011226,BR-018,2025-08-08 19:15:48,2025-08-08 20:39:48,Group Class,,84
CHK-102089,MBR-006587,BR-034,2025-08-08 19:22:07,,Strength Training,,67
CHK-102090,MBR-010265,BR-034,2025-08-08 19:33:30,2025-08-08 20:14:30,Cardio,,45
CHK-102091,MBR-008995,BR-001,2025-08-08 19:34:36,2025-08-08 20:15:36,Strength Training,,42
CHK-102092,MBR-002845,BR-038,2025-08-08 19:40:58,2025-08-08 21:06:58,Group Class,,81
CHK-102093,MBR-012231,BR-038,2025-08-08 19:51:26,2025-08-08 20:31:26,Strength Training,,39
CHK-102094,MBR-017483,BR-019,2025-08-08 19:53:01,2025-08-08 20:48:01,Cardio,,52
CHK-102095,MBR-005032,BR-034,2025-08-08 19:53:34,2025-08-08 21:35:34,Cardio,,106
CHK-102096,MBR-011397,BR-002,2025-08-08 19:54:19,2025-08-08 21:19:19,Strength Training,,84
CHK-102097,MBR-001621,BR-033,2025-08-08 19:54:25,2025-08-08 21:32:25,Group Class,,94
CHK-102098,MBR-016564,BR-031,2025-08-08 19:54:44,2025-08-08 20:50:44,Group Class,,60
CHK-102099,MBR-000827,BR-028,2025-08-08 19:57:36,2025-08-08 20:20:36,Group Class,,26
CHK-102100,MBR-014092,BR-025,2025-08-08 20:03:30,2025-08-08 21:35:30,Cardio,,95
CHK-102101,MBR-010189,BR-035,2025-08-08 20:03:36,2025-08-08 21:21:36,Cardio,,76
CHK-102102,MBR-012110,BR-038,2025-08-08 20:06:02,2025-08-08 21:08:02,Personal Training Session,TR-030,61
CHK-102103,MBR-006317,BR-034,2025-08-08 20:06:52,2025-08-08 20:55:52,Strength Training,,47
CHK-102104,MBR-017181,BR-038,2025-08-08 20:08:02,2025-08-08 21:33:02,Cardio,,85
CHK-102105,MBR-006432,BR-015,2025-08-08 20:09:20,2025-08-08 21:14:20,Cardio,,69
CHK-102106,MBR-000024,BR-018,2025-08-08 20:10:11,2025-08-08 20:35:11,Cardio,,29
CHK-102107,MBR-009422,BR-026,2025-08-08 20:13:39,2025-08-08 21:21:39,Cardio,,72
CHK-102108,MBR-012422,BR-022,2025-08-08 20:17:25,2025-08-08 21:15:25,Cardio,,58
CHK-102109,MBR-004668,BR-031,2025-08-08 20:20:55,2025-08-08 22:02:55,Strength Training,,103
CHK-102110,MBR-005086,BR-035,2025-08-08 20:24:40,,Group Class,,24
CHK-102111,MBR-009194,BR-033,2025-08-08 20:33:50,2025-08-08 21:33:50,Cardio,,60
CHK-102112,MBR-012158,BR-010,2025-08-08 20:34:12,2025-08-08 21:29:12,Personal Training Session,TR-017,53
CHK-102113,MBR-008862,BR-010,2025-08-08 20:35:10,2025-08-08 21:23:10,Personal Training Session,TR-017,45
CHK-102114,MBR-014449,BR-028,2025-08-08 20:40:34,,Group Class,,55
CHK-102115,MBR-014960,BR-017,2025-08-08 20:41:08,2025-08-08 21:43:08,Cardio,,66
CHK-102116,MBR-005894,BR-018,2025-08-08 20:48:12,2025-08-08 21:27:12,Group Class,,37
CHK-102117,MBR-013968,BR-033,2025-08-08 20:53:36,2025-08-08 21:45:36,Group Class,,49
CHK-102118,MBR-007616,BR-027,2025-08-08 20:58:46,2025-08-08 21:44:46,Personal Training Session,TR-013,47
CHK-102119,MBR-012448,BR-011,2025-08-08 21:05:54,2025-08-08 21:59:54,Group Class,,57
CHK-102120,MBR-004899,BR-013,2025-08-08 21:12:15,2025-08-08 22:23:15,Personal Training Session,TR-022,71
CHK-102121,MBR-007153,BR-028,2025-08-08 21:17:42,2025-08-08 22:15:42,Strength Training,,59
CHK-102122,MBR-017474,BR-012,2025-08-08 21:28:32,2025-08-08 23:01:32,Cardio,,97
CHK-102123,MBR-017368,BR-010,2025-08-08 21:32:38,2025-08-08 22:31:38,Cardio,,56
CHK-102124,MBR-007995,BR-013,2025-08-08 21:34:23,2025-08-08 22:35:23,Personal Training Session,TR-030,64
CHK-102125,MBR-011707,BR-009,2025-08-08 21:40:10,2025-08-08 22:52:10,Cardio,,68
CHK-102126,MBR-012328,BR-012,2025-08-08 21:40:49,2025-08-08 22:41:49,Strength Training,,65
CHK-102127,MBR-004104,BR-033,2025-08-08 21:42:01,2025-08-08 22:55:01,Strength Training,,72
CHK-102128,MBR-007525,BR-002,2025-08-08 21:44:04,2025-08-08 22:22:04,Group Class,,39
CHK-102129,MBR-008044,BR-018,2025-08-08 21:47:21,,Strength Training,,103
CHK-102130,MBR-008496,BR-007,2025-08-08 21:52:18,2025-08-08 22:58:18,Group Class,,68
CHK-102131,MBR-003960,BR-039,2025-08-08 21:56:26,2025-08-08 22:47:26,Cardio,,51
CHK-102132,MBR-004298,BR-011,2025-08-08 22:03:06,,Personal Training Session,TR-022,44
CHK-102133,MBR-006395,BR-029,2025-08-08 22:53:27,,Group Class,,51
CHK-102134,MBR-011625,BR-033,2025-08-08 22:56:25,2025-08-08 23:14:25,Group Class,,22
CHK-102135,MBR-002507,BR-012,2025-08-08 23:13:56,2025-08-09 00:18:56,Strength Training,,60
CHK-102136,MBR-009429,BR-016,2025-08-08 23:19:41,2025-08-09 00:24:41,Group Class,,60
CHK-102137,MBR-002277,BR-039,2025-08-08 23:29:30,2025-08-09 01:20:30,Cardio,,110
CHK-102138,MBR-012717,BR-019,2025-08-08 23:48:21,2025-08-09 01:03:21,Strength Training,,78
CHK-102139,MBR-008267,BR-029,2025-08-08 23:52:33,2025-08-09 00:37:33,Cardio,,48
CHK-102140,MBR-005320,BR-038,2025-08-09 00:47:29,2025-08-09 02:00:29,Cardio,,77
CHK-102141,MBR-008808,BR-010,2025-08-09 01:42:01,2025-08-09 03:21:01,Cardio,,101
CHK-102142,MBR-011723,BR-018,2025-08-09 03:47:18,2025-08-09 04:56:18,Strength Training,,65
CHK-102143,MBR-010756,BR-013,2025-08-09 05:26:43,2025-08-09 06:43:43,Strength Training,,75
CHK-102144,MBR-010316,BR-013,2025-08-09 06:39:33,2025-08-09 07:41:33,Strength Training,,60
CHK-102145,MBR-011673,BR-018,2025-08-09 06:44:43,2025-08-09 07:34:43,Strength Training,,47
CHK-102146,MBR-017410,BR-013,2025-08-09 07:36:09,2025-08-09 08:30:09,Strength Training,,54
CHK-102147,MBR-012527,BR-015,2025-08-09 07:41:35,2025-08-09 08:36:35,Strength Training,,51
CHK-102148,MBR-004109,BR-040,2025-08-09 07:52:08,2025-08-09 09:10:08,Cardio,,80
CHK-102149,MBR-004238,BR-034,2025-08-09 08:30:51,2025-08-09 10:12:51,Group Class,,106
CHK-102150,MBR-011299,BR-025,2025-08-09 08:37:40,2025-08-09 09:44:40,Group Class,,71
CHK-102151,MBR-004412,BR-024,2025-08-09 08:50:22,2025-08-09 09:38:22,Strength Training,,44
CHK-102152,MBR-000583,BR-013,2025-08-09 08:50:41,2025-08-09 10:13:41,Strength Training,,81
CHK-102153,MBR-007960,BR-018,2025-08-09 08:52:01,2025-08-09 09:27:01,Cardio,,35
CHK-102154,MBR-010144,BR-038,2025-08-09 09:13:59,2025-08-09 10:27:59,Cardio,,77
CHK-102155,MBR-007965,BR-028,2025-08-09 09:16:43,2025-08-09 10:54:43,Strength Training,,101
CHK-102156,MBR-008869,BR-033,2025-08-09 09:25:58,2025-08-09 10:13:58,Cardio,,46
CHK-102157,MBR-008544,BR-029,2025-08-09 09:57:38,2025-08-09 11:07:38,Cardio,,70
CHK-102158,MBR-000695,BR-036,2025-08-09 10:06:03,2025-08-09 11:03:03,Cardio,,58
CHK-102159,MBR-002101,BR-013,2025-08-09 10:13:54,2025-08-09 11:11:54,Group Class,,61
CHK-102160,MBR-001001,BR-028,2025-08-09 10:29:36,2025-08-09 11:16:36,Cardio,,50
CHK-102161,MBR-002013,BR-033,2025-08-09 10:29:58,2025-08-09 11:40:58,Cardio,,67
CHK-102162,MBR-006398,BR-036,2025-08-09 11:04:02,2025-08-09 11:35:02,Cardio,,35
CHK-102163,MBR-007570,BR-018,2025-08-09 11:15:40,2025-08-09 12:44:40,Strength Training,,88
CHK-102164,MBR-000422,BR-036,2025-08-09 11:15:50,2025-08-09 12:17:50,Group Class,,65
CHK-102165,MBR-011513,BR-031,2025-08-09 11:22:22,2025-08-09 12:14:22,Cardio,,50
CHK-102166,MBR-012141,BR-033,2025-08-09 11:51:25,2025-08-09 13:27:25,Cardio,,100
CHK-102167,MBR-015451,BR-014,2025-08-09 12:00:40,,Group Class,,81
CHK-102168,MBR-003347,BR-015,2025-08-09 12:14:34,2025-08-09 12:45:34,Cardio,,27
CHK-102169,MBR-003802,BR-026,2025-08-09 12:32:25,2025-08-09 13:05:25,Strength Training,,32
CHK-102170,MBR-005733,BR-008,2025-08-09 13:23:18,,Group Class,,65
CHK-102171,MBR-013104,BR-001,2025-08-09 13:26:36,2025-08-09 14:32:36,Strength Training,,69
CHK-102172,MBR-008297,BR-001,2025-08-09 13:31:05,2025-08-09 14:32:05,Cardio,,65
CHK-102173,MBR-007444,BR-013,2025-08-09 13:37:33,2025-08-09 14:34:33,Group Class,,54
CHK-102174,MBR-002718,BR-033,2025-08-09 13:57:55,2025-08-09 15:15:55,Personal Training Session,TR-038,78
CHK-102175,MBR-008276,BR-015,2025-08-09 14:23:33,2025-08-09 16:15:33,Group Class,,111
CHK-102176,MBR-002873,BR-038,2025-08-09 14:37:46,2025-08-09 16:13:46,Strength Training,,95
CHK-102177,MBR-015691,BR-022,2025-08-09 14:37:54,,Strength Training,,86
CHK-102178,MBR-014140,BR-012,2025-08-09 14:41:39,2025-08-09 16:00:39,Personal Training Session,TR-024,83
CHK-102179,MBR-009377,BR-032,2025-08-09 14:51:43,2025-08-09 15:36:43,Group Class,,40
CHK-102180,MBR-004581,BR-010,2025-08-09 15:30:08,2025-08-09 16:09:08,Cardio,,41
CHK-102181,MBR-000014,BR-012,2025-08-09 15:33:10,2025-08-09 16:11:10,Personal Training Session,TR-007,41
CHK-102182,MBR-017266,BR-013,2025-08-09 15:33:32,,Cardio,,97
CHK-102183,MBR-006082,BR-031,2025-08-09 16:23:13,2025-08-09 17:24:13,Cardio,,56
CHK-102184,MBR-006239,BR-033,2025-08-09 16:40:18,2025-08-09 17:37:18,Group Class,,56
CHK-102185,MBR-005970,BR-018,2025-08-09 16:40:35,,Strength Training,,59
CHK-102186,MBR-003925,BR-033,2025-08-09 16:45:10,2025-08-09 18:28:10,Strength Training,,98
CHK-102187,MBR-001017,BR-039,2025-08-09 17:07:26,2025-08-09 18:31:26,Group Class,,86
CHK-102188,MBR-002784,BR-036,2025-08-09 17:18:20,2025-08-09 18:31:20,Personal Training Session,TR-019,71
CHK-102189,MBR-013140,BR-005,2025-08-09 17:27:14,2025-08-09 18:16:14,Strength Training,,49
CHK-102190,MBR-012002,BR-007,2025-08-09 17:32:25,2025-08-09 19:13:25,Strength Training,,97
CHK-102191,MBR-001359,BR-005,2025-08-09 17:45:51,2025-08-09 19:01:51,Cardio,,75
CHK-102192,MBR-011132,BR-029,2025-08-09 17:52:37,2025-08-09 19:26:37,Group Class,,92
CHK-102193,MBR-007303,BR-008,2025-08-09 17:57:38,2025-08-09 19:13:38,Cardio,,73
CHK-102194,MBR-007342,BR-033,2025-08-09 17:58:37,,Strength Training,,31
CHK-102195,MBR-013583,BR-013,2025-08-09 18:17:16,2025-08-09 19:05:16,Group Class,,51
CHK-102196,MBR-011039,BR-028,2025-08-09 18:18:39,2025-08-09 19:00:39,Cardio,,39
CHK-102197,MBR-000176,BR-018,2025-08-09 18:25:38,2025-08-09 19:43:38,Group Class,,75
CHK-102198,MBR-008847,BR-029,2025-08-09 18:34:37,2025-08-09 19:40:37,Group Class,,61
CHK-102199,MBR-001859,BR-022,2025-08-09 18:59:25,2025-08-09 20:37:25,Strength Training,,96
CHK-102200,MBR-002903,BR-013,2025-08-09 18:59:49,,Group Class,,76
CHK-102201,MBR-014646,BR-007,2025-08-09 19:09:35,2025-08-09 19:46:35,Group Class,,35
CHK-102202,MBR-014088,BR-038,2025-08-09 19:22:26,2025-08-09 20:18:26,Personal Training Session,TR-007,52
CHK-102203,MBR-006607,BR-020,2025-08-09 19:28:38,2025-08-09 21:06:38,Strength Training,,96
CHK-102204,MBR-008986,BR-040,2025-08-09 19:29:14,2025-08-09 20:36:14,Cardio,,70
CHK-102205,MBR-005704,BR-034,2025-08-09 19:30:28,,Cardio,,108
CHK-102206,MBR-012189,BR-025,2025-08-09 19:48:07,2025-08-09 20:58:07,Personal Training Session,TR-043,74
CHK-102207,MBR-006221,BR-038,2025-08-09 19:54:44,2025-08-09 20:41:44,Group Class,,43
CHK-102208,MBR-001200,BR-033,2025-08-09 19:59:42,2025-08-09 20:53:42,Personal Training Session,TR-001,50
CHK-102209,MBR-009363,BR-012,2025-08-09 20:00:11,2025-08-09 21:14:11,Cardio,,73
CHK-102210,MBR-012095,BR-020,2025-08-09 20:11:17,,Personal Training Session,TR-037,62
CHK-102211,MBR-007359,BR-015,2025-08-09 20:24:24,2025-08-09 22:11:24,Cardio,,104
CHK-102212,MBR-011863,BR-025,2025-08-09 20:35:15,,Cardio,,40
CHK-102213,MBR-010938,BR-003,2025-08-09 20:53:24,2025-08-09 21:54:24,Cardio,,58
CHK-102214,MBR-003801,BR-022,2025-08-09 21:01:13,2025-08-09 22:07:13,Cardio,,68
CHK-102215,MBR-012878,BR-011,2025-08-09 21:14:58,2025-08-09 22:00:58,Group Class,,42
CHK-102216,MBR-015012,BR-028,2025-08-09 21:24:33,,Cardio,,82
CHK-102217,MBR-006354,BR-020,2025-08-09 21:28:07,2025-08-09 22:40:07,Personal Training Session,TR-036,71
CHK-102218,MBR-015504,BR-009,2025-08-09 21:35:42,2025-08-09 22:43:42,Cardio,,65
CHK-102219,MBR-016949,BR-009,2025-08-09 21:40:05,2025-08-09 23:23:05,Cardio,,103
CHK-102220,MBR-006115,BR-038,2025-08-09 21:49:42,2025-08-09 22:47:42,Cardio,,62
CHK-102221,MBR-013249,BR-006,2025-08-09 21:53:16,2025-08-09 22:47:16,Strength Training,,55
CHK-102222,MBR-003492,BR-002,2025-08-09 21:57:16,2025-08-09 23:22:16,Cardio,,80
CHK-102223,MBR-011171,BR-019,2025-08-09 23:30:56,2025-08-10 01:21:56,Group Class,,108
CHK-102224,MBR-009112,BR-014,2025-08-09 23:31:04,2025-08-10 00:41:04,Strength Training,,71
CHK-102225,MBR-009422,BR-026,2025-08-10 00:34:06,2025-08-10 01:53:06,Cardio,,78
CHK-102226,MBR-000971,BR-033,2025-08-10 02:47:43,2025-08-10 03:32:43,Group Class,,40
CHK-102227,MBR-001115,BR-023,2025-08-10 04:07:27,2025-08-10 05:28:27,Group Class,,77
CHK-102228,MBR-010725,BR-038,2025-08-10 06:14:54,2025-08-10 07:19:54,Cardio,,61
CHK-102229,MBR-012157,BR-028,2025-08-10 07:07:07,,Strength Training,,95
CHK-102230,MBR-008314,BR-019,2025-08-10 08:20:45,2025-08-10 08:54:45,Personal Training Session,TR-015,34
CHK-102231,MBR-003348,BR-022,2025-08-10 08:43:40,2025-08-10 09:20:40,Strength Training,,33
CHK-102232,MBR-002104,BR-026,2025-08-10 08:59:30,,Strength Training,,48
CHK-102233,MBR-011361,BR-029,2025-08-10 09:26:38,2025-08-10 10:40:38,Strength Training,,77
CHK-102234,MBR-004965,BR-037,2025-08-10 09:34:06,2025-08-10 11:23:06,Group Class,,107
CHK-102235,MBR-000734,BR-033,2025-08-10 09:40:33,2025-08-10 10:36:33,Strength Training,,58
CHK-102236,MBR-005753,BR-038,2025-08-10 10:05:07,2025-08-10 11:17:07,Personal Training Session,TR-020,70
CHK-102237,MBR-014961,BR-033,2025-08-10 10:40:45,,Group Class,,74
CHK-102238,MBR-009572,BR-005,2025-08-10 10:45:46,,Personal Training Session,TR-035,63
CHK-102239,MBR-016622,BR-017,2025-08-10 10:48:04,2025-08-10 11:40:04,Strength Training,,54
CHK-102240,MBR-011723,BR-018,2025-08-10 11:01:09,2025-08-10 11:53:09,Group Class,,53
CHK-102241,MBR-005304,BR-034,2025-08-10 11:52:06,2025-08-10 12:59:06,Cardio,,71
CHK-102242,MBR-015018,BR-026,2025-08-10 11:59:12,2025-08-10 13:04:12,Strength Training,,63
CHK-102243,MBR-009385,BR-008,2025-08-10 12:06:33,2025-08-10 13:06:33,Group Class,,63
CHK-102244,MBR-007115,BR-003,2025-08-10 12:10:16,2025-08-10 12:51:16,Strength Training,,42
CHK-102245,MBR-005245,BR-031,2025-08-10 13:28:08,,Strength Training,,75
CHK-102246,MBR-006415,BR-033,2025-08-10 13:28:28,2025-08-10 15:17:28,Cardio,,107
CHK-102247,MBR-002887,BR-038,2025-08-10 13:28:51,2025-08-10 14:25:51,Strength Training,,53
CHK-102248,MBR-010397,BR-008,2025-08-10 14:04:44,2025-08-10 14:50:44,Personal Training Session,TR-048,45
CHK-102249,MBR-002646,BR-022,2025-08-10 14:30:18,,Group Class,,48
CHK-102250,MBR-006964,BR-007,2025-08-10 15:23:18,2025-08-10 16:41:18,Cardio,,73
CHK-102251,MBR-000707,BR-022,2025-08-10 15:45:13,2025-08-10 16:08:13,Strength Training,,27
CHK-102252,MBR-002004,BR-039,2025-08-10 16:20:31,2025-08-10 17:10:31,Cardio,,45
CHK-102253,MBR-013421,BR-034,2025-08-10 16:27:09,2025-08-10 17:37:09,Cardio,,69
CHK-102254,MBR-000297,BR-036,2025-08-10 17:30:40,,Strength Training,,34
CHK-102255,MBR-006858,BR-038,2025-08-10 17:41:14,2025-08-10 18:44:14,Cardio,,67
CHK-102256,MBR-000891,BR-002,2025-08-10 17:52:54,2025-08-10 18:38:54,Group Class,,46
CHK-102257,MBR-002175,BR-008,2025-08-10 18:06:33,2025-08-10 19:06:33,Personal Training Session,TR-039,64
CHK-102258,MBR-014393,BR-016,2025-08-10 18:06:41,2025-08-10 18:54:41,Personal Training Session,TR-034,44
CHK-102259,MBR-013176,BR-008,2025-08-10 18:19:23,,Personal Training Session,TR-003,56
CHK-102260,MBR-012643,BR-031,2025-08-10 18:48:14,2025-08-10 19:36:14,Cardio,,49
CHK-102261,MBR-009879,BR-024,2025-08-10 18:52:30,,Group Class,,112
CHK-102262,MBR-010390,BR-015,2025-08-10 19:00:08,2025-08-10 19:58:08,Strength Training,,55
CHK-102263,MBR-003890,BR-038,2025-08-10 19:02:08,2025-08-10 19:55:08,Cardio,,53
CHK-102264,MBR-004474,BR-033,2025-08-10 19:13:30,2025-08-10 19:55:30,Group Class,,39
CHK-102265,MBR-016391,BR-005,2025-08-10 19:15:31,2025-08-10 20:19:31,Cardio,,59
CHK-102266,MBR-000821,BR-029,2025-08-10 19:26:41,,Cardio,,40
CHK-102267,MBR-011379,BR-005,2025-08-10 19:29:32,2025-08-10 21:01:32,Cardio,,90
CHK-102268,MBR-017354,BR-033,2025-08-10 19:33:35,2025-08-10 20:25:35,Cardio,,55
CHK-102269,MBR-014876,BR-033,2025-08-10 19:47:42,2025-08-10 20:37:42,Group Class,,50
CHK-102270,MBR-015519,BR-037,2025-08-10 20:00:48,,Cardio,,66
CHK-102271,MBR-015208,BR-025,2025-08-10 20:04:52,2025-08-10 20:30:52,Cardio,,30
CHK-102272,MBR-012900,BR-003,2025-08-10 20:32:29,,Personal Training Session,TR-045,56
CHK-102273,MBR-010854,BR-011,2025-08-10 20:32:57,2025-08-10 21:22:57,Group Class,,53
CHK-102274,MBR-015188,BR-033,2025-08-10 20:41:04,2025-08-10 21:39:04,Strength Training,,55
CHK-102275,MBR-005590,BR-024,2025-08-10 20:54:00,2025-08-10 22:01:00,Cardio,,64
CHK-102276,MBR-000458,BR-031,2025-08-10 21:10:23,2025-08-10 22:43:23,Cardio,,91
CHK-102277,MBR-012462,BR-034,2025-08-10 21:14:49,2025-08-10 22:03:49,Strength Training,,48
CHK-102278,MBR-017145,BR-015,2025-08-10 21:18:50,2025-08-10 22:49:50,Cardio,,91
CHK-102279,MBR-016228,BR-017,2025-08-10 23:06:06,2025-08-11 00:19:06,Cardio,,70
CHK-102280,MBR-004750,BR-003,2025-08-10 23:22:05,2025-08-11 00:29:05,Cardio,,62
CHK-102281,MBR-010281,BR-026,2025-08-10 23:43:40,2025-08-11 01:04:40,Cardio,,77
CHK-102282,MBR-009772,BR-018,2025-08-10 23:43:48,2025-08-11 00:53:48,Strength Training,,70
CHK-102283,MBR-013078,BR-013,2025-08-10 23:45:26,2025-08-11 01:27:26,Strength Training,,100
CHK-102284,MBR-008059,BR-005,2025-08-11 01:06:09,2025-08-11 02:05:09,Strength Training,,54
CHK-102285,MBR-004224,BR-034,2025-08-11 01:58:00,2025-08-11 03:49:00,Strength Training,,107
CHK-102286,MBR-008356,BR-016,2025-08-11 02:10:24,2025-08-11 03:08:24,Cardio,,55
CHK-102287,MBR-012518,BR-031,2025-08-11 02:25:35,2025-08-11 03:14:35,Cardio,,45
CHK-102288,MBR-015527,BR-029,2025-08-11 03:00:07,2025-08-11 03:47:07,Strength Training,,50
CHK-102289,MBR-011221,BR-036,2025-08-11 05:03:00,2025-08-11 05:47:00,Group Class,,48
CHK-102290,MBR-012373,BR-009,2025-08-11 05:28:04,2025-08-11 06:18:04,Cardio,,50
CHK-102291,MBR-003739,BR-028,2025-08-11 06:05:35,,Strength Training,,76
CHK-102292,MBR-012818,BR-038,2025-08-11 06:23:06,2025-08-11 07:15:06,Group Class,,53
CHK-102293,MBR-016656,BR-036,2025-08-11 06:26:44,2025-08-11 06:54:44,Strength Training,,30
CHK-102294,MBR-005152,BR-034,2025-08-11 06:34:37,2025-08-11 07:36:37,Cardio,,59
CHK-102295,MBR-009647,BR-010,2025-08-11 06:42:02,2025-08-11 08:20:02,Cardio,,93
CHK-102296,MBR-015147,BR-028,2025-08-11 06:44:07,2025-08-11 08:09:07,Cardio,,80
CHK-102297,MBR-003318,BR-024,2025-08-11 06:51:43,2025-08-11 07:35:43,Strength Training,,42
CHK-102298,MBR-012161,BR-013,2025-08-11 06:51:56,,Cardio,,82
CHK-102299,MBR-013544,BR-018,2025-08-11 07:00:41,2025-08-11 07:39:41,Group Class,,41
CHK-102300,MBR-015661,BR-029,2025-08-11 07:03:43,2025-08-11 07:52:43,Cardio,,53
CHK-102301,MBR-006651,BR-024,2025-08-11 07:11:32,2025-08-11 08:23:32,Group Class,,71
CHK-102302,MBR-016135,BR-026,2025-08-11 07:27:18,2025-08-11 08:30:18,Strength Training,,67
CHK-102303,MBR-009801,BR-007,2025-08-11 07:53:13,2025-08-11 08:49:13,Cardio,,54
CHK-102304,MBR-012488,BR-013,2025-08-11 08:13:33,2025-08-11 09:25:33,Personal Training Session,TR-032,71
CHK-102305,MBR-004864,BR-017,2025-08-11 08:24:34,2025-08-11 09:49:34,Cardio,,89
CHK-102306,MBR-014130,BR-022,2025-08-11 08:35:42,2025-08-11 10:02:42,Strength Training,,85
CHK-102307,MBR-012165,BR-038,2025-08-11 08:44:35,2025-08-11 09:47:35,Group Class,,60
CHK-102308,MBR-001192,BR-015,2025-08-11 08:54:59,2025-08-11 09:39:59,Group Class,,46
CHK-102309,MBR-014589,BR-017,2025-08-11 08:59:13,2025-08-11 09:35:13,Personal Training Session,TR-004,35
CHK-102310,MBR-017059,BR-017,2025-08-11 09:01:17,,Cardio,,50
CHK-102311,MBR-008259,BR-001,2025-08-11 09:25:14,,Strength Training,,25
CHK-102312,MBR-008984,BR-037,2025-08-11 09:27:48,2025-08-11 10:30:48,Cardio,,62
CHK-102313,MBR-000995,BR-031,2025-08-11 09:58:52,2025-08-11 11:16:52,Group Class,,80
CHK-102314,MBR-003260,BR-039,2025-08-11 11:12:55,2025-08-11 12:07:55,Strength Training,,57
CHK-102315,MBR-008458,BR-026,2025-08-11 11:22:37,2025-08-11 12:08:37,Cardio,,45
CHK-102316,MBR-013929,BR-016,2025-08-11 12:05:14,,Personal Training Session,TR-001,54
CHK-102317,MBR-000955,BR-009,2025-08-11 12:21:38,2025-08-11 13:46:38,Strength Training,,88
CHK-102318,MBR-012976,BR-008,2025-08-11 12:53:42,2025-08-11 14:16:42,Strength Training,,87
CHK-102319,MBR-002585,BR-022,2025-08-11 12:55:52,2025-08-11 13:36:52,Strength Training,,43
CHK-102320,MBR-012051,BR-015,2025-08-11 13:03:20,2025-08-11 14:07:20,Cardio,,62
CHK-102321,MBR-015939,BR-040,2025-08-11 13:03:33,2025-08-11 13:40:33,Strength Training,,32
CHK-102322,MBR-011604,BR-003,2025-08-11 13:41:04,,Strength Training,,103
CHK-102323,MBR-009575,BR-018,2025-08-11 14:22:39,2025-08-11 15:31:39,Cardio,,66
CHK-102324,MBR-001134,BR-025,2025-08-11 14:53:44,2025-08-11 16:12:44,Cardio,,75
CHK-102325,MBR-011101,BR-020,2025-08-11 15:04:09,2025-08-11 16:11:09,Group Class,,62
CHK-102326,MBR-012018,BR-003,2025-08-11 16:01:31,2025-08-11 16:55:31,Cardio,,49
CHK-102327,MBR-011190,BR-009,2025-08-11 16:23:54,2025-08-11 17:16:54,Strength Training,,57
CHK-102328,MBR-002067,BR-033,2025-08-11 16:25:54,2025-08-11 17:36:54,Strength Training,,69
CHK-102329,MBR-004990,BR-018,2025-08-11 16:35:04,2025-08-11 17:47:04,Cardio,,71
CHK-102330,MBR-002794,BR-013,2025-08-11 16:48:18,2025-08-11 17:58:18,Group Class,,65
CHK-102331,MBR-001683,BR-028,2025-08-11 16:53:23,2025-08-11 17:45:23,Strength Training,,56
CHK-102332,MBR-010702,BR-015,2025-08-11 17:08:41,2025-08-11 17:50:41,Cardio,,42
CHK-102333,MBR-009686,BR-026,2025-08-11 17:13:00,2025-08-11 18:17:00,Cardio,,64
CHK-102334,MBR-017321,BR-034,2025-08-11 17:16:53,2025-08-11 18:45:53,Group Class,,93
CHK-102335,MBR-014483,BR-008,2025-08-11 17:23:05,2025-08-11 18:13:05,Cardio,,50
CHK-102336,MBR-011747,BR-015,2025-08-11 17:36:19,2025-08-11 19:37:19,Group Class,,116
CHK-102337,MBR-001164,BR-037,2025-08-11 17:46:35,2025-08-11 18:32:35,Cardio,,43
CHK-102338,MBR-007575,BR-024,2025-08-11 17:47:09,2025-08-11 18:51:09,Cardio,,61
